Case,Activity,Timestamp,Resource,label
1002,New online application received,2023-11-28 06:40:47.148,,
1002,Perform checks,2023-11-28 06:54:12.461,Clerk-000005,
1002,Make decision,2023-11-28 06:54:23.712,Manager-000002,
1002,notify reject,2023-11-28 06:55:51.615,Manager-000001,
1002,time out,2023-11-28 07:24:02.232,,
1002,EVENT 13 END,2023-11-28 07:24:12.232,,
1003,Check for completeness,2023-11-28 07:33:25.575,Clerk-000003,
1003,New online application received,2023-11-28 07:33:25.575,,
1003,Request info,2023-11-28 07:36:50.795,Manager-000002,
1003,info received,2023-11-28 07:44:06.321,,
1003,Check for completeness,2023-11-28 07:44:16.321,Clerk-000002,
1003,Request info,2023-11-28 07:49:54.853,Manager-000006,
1003,info received,2023-11-28 08:01:51.128,,
1003,Check for completeness,2023-11-28 08:02:01.128,Clerk-000004,
1003,Perform checks,2023-11-28 08:05:45.775,Clerk-000005,
1003,Make decision,2023-11-28 08:42:57.111,Manager-000003,
1003,notify reject,2023-11-28 08:51:48.686,Manager-000004,
1003,time out,2023-11-28 08:57:01.184,,
1003,EVENT 13 END,2023-11-28 08:57:11.184,,
1004,Check for completeness,2023-11-28 11:54:14.101,Clerk-000006,
1004,New online application received,2023-11-28 11:54:14.101,,
1004,Perform checks,2023-11-28 11:56:28.698,Clerk-000001,
1004,Make decision,2023-11-28 12:02:48.847,Manager-000005,
1004,Notify accept,2023-11-28 12:12:52.168,Manager-000001,
1004,Deliver card,2023-11-28 12:16:02.873,Manager-000002,
1004,EVENT 13 END,2023-11-28 12:29:23.024,,
1005,Check for completeness,2023-11-28 12:19:05.489,Clerk-000003,
1005,New online application received,2023-11-28 12:19:05.489,,
1005,Perform checks,2023-11-28 12:28:30.645,Clerk-000004,
1005,Make decision,2023-11-28 12:47:36.032,Manager-000004,
1005,notify reject,2023-11-28 12:53:52.492,Manager-000001,
1005,time out,2023-11-28 13:09:23.256,,
1005,EVENT 13 END,2023-11-28 13:09:33.256,,
1006,Check for completeness,2023-11-28 12:24:04.037,Clerk-000002,
1006,New online application received,2023-11-28 12:24:04.037,,
1006,Perform checks_32FcdqK_20231128123115886000,2023-11-28 12:31:15.886,Clerk-000005,polluted Label(Activity:'Perform checks')
1006,Make decision_10DOzsO_20231128124107514000,2023-11-28 12:41:07.514,Manager-000006,polluted Label(Activity:'Make decision')
1006,Notify accept,2023-11-28 12:45:02.178,Manager-000003,
1006,Deliver card,2023-11-28 12:50:34.615,Manager-000005,
1006,EVENT 13 END,2023-11-28 13:02:42.325,,
1007,Check for completeness,2023-11-28 13:13:47.278,Clerk-000006,
1007,New online application received,2023-11-28 13:13:47.278,,
1007,Request info,2023-11-28 13:25:40.163,Manager-000002,
1007,info received,2023-11-28 13:29:40.731,,
1007,Check for completeness,2023-11-28 13:29:50.731,Clerk-000001,
1007,Request info,2023-11-28 13:33:35.598,Manager-000006,
1007,info received,2023-11-28 13:35:08.608,,
1007,Check for completeness,2023-11-28 13:35:18.608,Clerk-000003,
1007,Perform checks,2023-11-28 13:35:50.064,Clerk-000002,
1007,Make decision,2023-11-28 14:15:36.573,Manager-000004,
1007,Notify accept,2023-11-28 14:40:05.979,Manager-000003,
1007,Deliver card,2023-11-28 14:44:06.045,Manager-000001,
1007,EVENT 13 END,2023-11-28 15:13:27.702,,
1008,Check for completeness,2023-11-28 13:42:34.371,Clerk-000005,
1008,New online application received,2023-11-28 13:42:34.371,,
1008,Request info,2023-11-28 14:09:13.162,Manager-000003,
1008,info received,2023-11-28 14:10:08.249,,
1008,Check for completeness,2023-11-28 14:10:18.249,Clerk-000006,
1008,Perform checks,2023-11-28 14:11:09.526,Clerk-000001,
1008,Make decision,2023-11-28 14:19:42.257,Manager-000001,
1008,notify reject,2023-11-28 14:26:34.138,Manager-000006,
1008,review request received,2023-11-28 14:35:22.998,,
1008,Check for completeness,2023-11-28 14:35:32.998,Clerk-000006,
1008,Request info,2023-11-28 14:45:43.050,Manager-000006,
1008,info received,2023-11-28 14:54:56.850,,
1008,Check for completeness,2023-11-28 14:55:06.850,Clerk-000003,
1008,Perform checks,2023-11-28 15:08:52.042,Clerk-000006,
1008,Make decision,2023-11-28 15:20:34.453,Manager-000002,
1008,notify reject,2023-11-28 15:22:41.128,Manager-000004,
1008,time out,2023-11-28 15:35:46.019,,
1008,EVENT 13 END,2023-11-28 15:35:56.019,,
1009,Check for completeness,2023-11-28 14:09:55.900,Clerk-000004,
1009,New online application received,2023-11-28 14:09:55.900,,
1009,Request info,2023-11-28 14:17:12.474,Manager-000005,
1009,info received,2023-11-28 14:19:26.114,,
1009,Check for completeness,2023-11-28 14:19:36.114,Clerk-000003,
1009,Request info,2023-11-28 14:23:50.845,Manager-000002,
1009,info received,2023-11-28 14:25:40.567,,
1009,Check for completeness,2023-11-28 14:25:50.567,Clerk-000005,
1009,Request info,2023-11-28 14:40:42.249,Manager-000005,
1009,info received,2023-11-28 14:55:36.010,,
1009,Check for completeness,2023-11-28 14:55:46.010,Clerk-000005,
1009,Perform checks_56yIlPx_20231128145556247000,2023-11-28 14:55:56.247,Clerk-000004,polluted Label(Activity:'Perform checks')
1009,Make decision_74KUnhR_20231128152441032000,2023-11-28 15:24:41.032,Manager-000006,polluted Label(Activity:'Make decision')
1009,notify reject,2023-11-28 15:26:15.559,Manager-000005,
1009,review request received,2023-11-28 15:30:18.528,,
1009,Check for completeness,2023-11-28 15:30:28.528,Clerk-000002,
1009,Perform checks_63jEsHQ_20231128153148982000,2023-11-28 15:31:48.982,Clerk-000004,polluted Label(Activity:'Perform checks')
1009,Make decision_26jDeai_20231128154406688000,2023-11-28 15:44:06.688,Manager-000006,polluted Label(Activity:'Make decision')
1009,notify reject,2023-11-28 16:02:06.491,Manager-000003,
1009,time out,2023-11-28 16:03:56.324,,
1009,EVENT 13 END,2023-11-28 16:04:06.324,,
101,Check for completeness,2023-10-04 20:15:16.017,Clerk-000002,
101,New online application received,2023-10-04 20:15:16.017,,
101,Perform checks,2023-10-04 20:16:25.688,Clerk-000003,
101,Make decision,2023-10-04 20:22:43.366,Manager-000001,
101,notify reject,2023-10-04 20:27:30.817,Manager-000003,
101,time out,2023-10-04 20:31:38.809,,
101,EVENT 13 END,2023-10-04 20:31:48.809,,
1010,Check for completeness,2023-11-28 14:39:05.514,Clerk-000002,
1010,New online application received,2023-11-28 14:39:05.514,,
1010,Perform checks,2023-11-28 14:40:16.325,Clerk-000004,
1010,Make decision,2023-11-28 14:43:47.982,Manager-000002,
1010,notify reject,2023-11-28 14:46:49.257,Manager-000004,
1010,review request received,2023-11-28 14:54:10.993,,
1010,Check for completeness,2023-11-28 14:54:20.993,Clerk-000001,
1010,Request info,2023-11-28 15:10:56.779,Manager-000003,
1010,info received,2023-11-28 15:39:47.898,,
1010,Check for completeness,2023-11-28 15:39:57.898,Clerk-000002,
1010,Request info,2023-11-28 16:04:59.986,Manager-000002,
1010,info received,2023-11-28 16:57:43.304,,
1010,Check for completeness,2023-11-28 16:57:53.304,Clerk-000004,
1010,Perform checks,2023-11-28 17:15:09.507,Clerk-000005,
1010,Make decision,2023-11-28 17:32:42.737,Manager-000005,
1010,notify reject,2023-11-28 17:37:57.669,Manager-000004,
1010,review request received,2023-11-28 17:38:41.226,,
1010,Check for completeness,2023-11-28 17:38:51.226,Clerk-000006,
1010,Perform checks,2023-11-28 17:39:44.508,Clerk-000001,
1010,Make decision,2023-11-28 17:49:33.916,Manager-000003,
1010,notify reject,2023-11-28 18:17:07.133,Manager-000006,
1010,time out,2023-11-28 18:25:23.329,,
1010,EVENT 13 END,2023-11-28 18:25:33.329,,
1011,Check for completeness,2023-11-28 14:55:06.909,Clerk-000002,
1011,New online application received,2023-11-28 14:55:06.909,,
1011,Perform checks,2023-11-28 15:20:05.561,Clerk-000003,
1011,Make decision,2023-11-28 15:28:35.931,Manager-000001,
1011,Notify accept,2023-11-28 15:47:32.002,Manager-000002,
1011,Deliver card,2023-11-28 15:49:50.211,Manager-000004,
1011,EVENT 13 END,2023-11-28 16:11:36.435,,
1012,Check for completeness,2023-11-28 15:16:40.033,Clerk-000005,
1012,New online application received,2023-11-28 15:16:40.033,,
1012,Request info,2023-11-28 15:28:58.654,Manager-000002,
1012,info received,2023-11-28 15:31:15.808,,
1012,Check for completeness,2023-11-28 15:31:25.808,Clerk-000006,
1012,Perform checks_59Tkqba_20231128153406193000,2023-11-28 15:34:06.193,Clerk-000003,polluted Label(Activity:'Perform checks')
1012,Make decision_86ZpYVq_20231128161308410000,2023-11-28 16:13:08.410,Manager-000006,polluted Label(Activity:'Make decision')
1012,notify reject,2023-11-28 16:14:12.786,Manager-000005,
1012,review request received,2023-11-28 16:15:35.001,,
1012,Check for completeness,2023-11-28 16:15:45.001,Clerk-000006,
1012,Perform checks_25xZGBB_20231128161551808000,2023-11-28 16:15:51.808,Clerk-000001,polluted Label(Activity:'Perform checks')
1012,Make decision_15ySkzt_20231128161849246000,2023-11-28 16:18:49.246,Manager-000004,polluted Label(Activity:'Make decision')
1012,notify reject,2023-11-28 16:21:36.834,Manager-000001,
1012,time out,2023-11-28 16:38:47.892,,
1012,EVENT 13 END,2023-11-28 16:38:57.892,,
1013,Check for completeness,2023-11-28 15:27:54.925,Clerk-000001,
1013,New online application received,2023-11-28 15:27:54.925,,
1013,Perform checks,2023-11-28 15:37:09.112,Clerk-000005,
1013,Make decision,2023-11-28 15:47:14.413,Manager-000005,
1013,Notify accept,2023-11-28 16:04:15.022,Manager-000001,
1013,Deliver card,2023-11-28 16:13:58.413,Manager-000003,
1013,EVENT 13 END,2023-11-28 16:29:42.731,,
1014,Check for completeness,2023-11-28 17:16:53.790,Clerk-000002,
1014,New online application received,2023-11-28 17:16:53.790,,
1014,Request info,2023-11-28 17:19:06.710,Manager-000006,
1014,info received,2023-11-28 17:27:15.730,,
1014,Check for completeness,2023-11-28 17:27:25.730,Clerk-000003,
1014,Perform checks,2023-11-28 17:44:14.674,Clerk-000004,
1014,Make decision,2023-11-28 17:58:07.765,Manager-000001,
1014,Notify accept,2023-11-28 17:58:14.896,Manager-000002,
1014,Deliver card,2023-11-28 18:58:04.872,Manager-000005,
1014,EVENT 13 END,2023-11-28 19:04:44.311,,
1015,Check for completeness,2023-11-28 19:07:24.001,Clerk-000002,
1015,New online application received,2023-11-28 19:07:24.001,,
1015,Perform checks,2023-11-28 19:26:24.515,Clerk-000005,
1015,Make decision,2023-11-28 19:32:10.128,Manager-000004,
1015,notify reject,2023-11-28 19:52:05.352,Manager-000003,
1015,review request received,2023-11-28 20:04:36.439,,
1015,Check for completeness,2023-11-28 20:04:46.439,Clerk-000001,
1015,Request info,2023-11-28 20:12:38.460,Manager-000002,
1015,info received,2023-11-28 20:22:44.895,,
1015,Check for completeness,2023-11-28 20:22:54.895,Clerk-000004,
1015,Perform checks,2023-11-28 20:39:38.323,Clerk-000002,
1015,Make decision,2023-11-28 20:51:02.282,Manager-000005,
1015,Notify accept,2023-11-28 21:13:57.093,Manager-000004,
1015,Deliver card,2023-11-28 21:18:19.966,Manager-000001,
1015,EVENT 13 END,2023-11-28 21:25:47.421,,
1016,Check for completeness,2023-11-28 19:37:14.993,Clerk-000006,
1016,New online application received,2023-11-28 19:37:14.993,,
1016,Perform checks,2023-11-28 19:40:47.952,Clerk-000003,
1016,Make decision,2023-11-28 19:51:16.190,Manager-000001,
1016,notify reject,2023-11-28 20:02:05.397,Manager-000006,
1016,time out,2023-11-28 20:03:04.095,,
1016,EVENT 13 END,2023-11-28 20:03:14.095,,
1017,Check for completeness,2023-11-28 21:27:13.112,Clerk-000005,
1017,New online application received,2023-11-28 21:27:13.112,,
1017,Perform checks,2023-11-28 21:41:53.612,Clerk-000004,
1017,Make decision,2023-11-28 21:51:11.381,Manager-000005,
1017,Notify accept,2023-11-28 22:03:03.483,Manager-000001,
1017,Deliver card,2023-11-28 22:05:27.602,Manager-000006,
1017,EVENT 13 END,2023-11-28 22:10:30.530,,
1018,Check for completeness,2023-11-28 21:30:33.885,Clerk-000006,
1018,New online application received,2023-11-28 21:30:33.885,,
1018,Perform checks,2023-11-28 21:34:43.459,Clerk-000003,
1018,Make decision,2023-11-28 21:36:55.031,Manager-000006,
1018,notify reject,2023-11-28 21:40:26.957,Manager-000003,
1018,time out,2023-11-28 21:49:56.565,,
1018,EVENT 13 END,2023-11-28 21:50:06.565,,
1019,Check for completeness,2023-11-28 21:36:45.026,Clerk-000001,
1019,New online application received,2023-11-28 21:36:45.026,,
1019,Request info,2023-11-28 21:42:46.125,Manager-000002,
1019,info received,2023-11-28 21:52:35.787,,
1019,Check for completeness,2023-11-28 21:52:45.787,Clerk-000006,
1019,Request info,2023-11-28 22:15:42.869,Manager-000003,
1019,info received,2023-11-28 22:33:35.416,,
1019,Check for completeness,2023-11-28 22:33:45.416,Clerk-000001,
1019,Request info,2023-11-28 22:40:15.122,Manager-000001,
1019,info received,2023-11-28 22:44:38.481,,
1019,Check for completeness,2023-11-28 22:44:48.481,Clerk-000004,
1019,Perform checks_08NKYoJ_20231128224850586000,2023-11-28 22:48:50.586,Clerk-000002,polluted Label(Activity:'Perform checks')
1019,Make decision_94mUeOJ_20231128231456929000,2023-11-28 23:14:56.929,Manager-000006,polluted Label(Activity:'Make decision')
1019,Notify accept,2023-11-28 23:33:43.114,Manager-000002,
1019,Deliver card,2023-11-28 23:34:34.726,Manager-000001,
1019,EVENT 13 END,2023-11-29 00:03:40.802,,
102,Check for completeness,2023-10-04 21:14:24.966,Clerk-000005,
102,New online application received,2023-10-04 21:14:24.966,,
102,Request info,2023-10-04 21:23:37.532,Manager-000002,
102,info received,2023-10-04 21:37:17.505,,
102,Check for completeness,2023-10-04 21:37:27.505,Clerk-000004,
102,Request info,2023-10-04 21:43:38.344,Manager-000001,
102,info received,2023-10-04 21:45:32.692,,
102,Check for completeness,2023-10-04 21:45:42.692,Clerk-000001,
102,Request info,2023-10-04 22:16:46.744,Manager-000003,
102,info received,2023-10-04 22:18:42.305,,
102,Check for completeness,2023-10-04 22:18:52.305,Clerk-000002,
102,Request info,2023-10-04 22:19:09.528,Manager-000005,
102,info received,2023-10-04 22:21:33.420,,
102,Check for completeness,2023-10-04 22:21:43.420,Clerk-000003,
102,Request info,2023-10-04 22:28:01.143,Manager-000004,
102,info received,2023-10-04 22:55:04.164,,
102,Check for completeness,2023-10-04 22:55:14.164,Clerk-000006,
102,Request info,2023-10-04 22:56:15.724,Manager-000006,
102,info received,2023-10-04 23:06:16.110,,
102,Check for completeness,2023-10-04 23:06:26.110,Clerk-000001,
102,Perform checks,2023-10-04 23:08:29.591,Clerk-000002,
102,Make decision,2023-10-04 23:14:23.877,Manager-000002,
102,notify reject,2023-10-04 23:15:26.056,Manager-000001,
102,time out,2023-10-04 23:31:04.936,,
102,EVENT 13 END,2023-10-04 23:31:14.936,,
1020,Check for completeness,2023-11-28 21:45:13.934,Clerk-000002,
1020,New online application received,2023-11-28 21:45:13.934,,
1020,Request info,2023-11-28 22:02:04.258,Manager-000004,
1020,info received,2023-11-28 22:12:23.729,,
1020,Check for completeness,2023-11-28 22:12:33.729,Clerk-000003,
1020,Perform checks,2023-11-28 22:12:40.705,Clerk-000005,
1020,Make decision,2023-11-28 22:19:14.974,Manager-000002,
1020,Notify accept,2023-11-28 22:39:02.167,Manager-000005,
1020,Deliver card,2023-11-28 23:45:09.666,Manager-000004,
1020,EVENT 13 END,2023-11-28 23:58:25.852,,
1021,Check for completeness,2023-11-28 23:20:19.870,Clerk-000003,
1021,New online application received,2023-11-28 23:20:19.870,,
1021,Perform checks,2023-11-28 23:25:57.929,Clerk-000006,
1021,Make decision,2023-11-28 23:28:16.946,Manager-000004,
1021,notify reject,2023-11-28 23:32:36.962,Manager-000003,
1021,review request received,2023-11-28 23:47:42.033,,
1021,Check for completeness,2023-11-28 23:47:52.033,Clerk-000001,
1021,Request info,2023-11-29 00:17:43.298,Manager-000003,
1021,info received,2023-11-29 00:49:39.738,,
1021,Check for completeness,2023-11-29 00:49:49.738,Clerk-000005,
1021,Request info,2023-11-29 00:56:12.795,Manager-000006,
1021,info received,2023-11-29 00:56:19.854,,
1021,Check for completeness,2023-11-29 00:56:29.854,Clerk-000004,
1021,Perform checks,2023-11-29 01:06:47.374,Clerk-000001,
1021,Make decision,2023-11-29 01:14:59.905,Manager-000002,
1021,notify reject,2023-11-29 01:32:07.639,Manager-000006,
1021,time out,2023-11-29 01:47:03.733,,
1021,EVENT 13 END,2023-11-29 01:47:13.733,,
1022,Check for completeness,2023-11-28 23:41:14.861,Clerk-000005,
1022,New online application received,2023-11-28 23:41:14.861,,
1022,Perform checks,2023-11-28 23:56:22.988,Clerk-000004,
1022,Make decision,2023-11-28 23:59:58.473,Manager-000006,
1022,Notify accept,2023-11-29 00:03:40.326,Manager-000002,
1022,Deliver card,2023-11-29 00:07:15.288,Manager-000005,
1022,EVENT 13 END,2023-11-29 00:09:22.663,,
1023,Check for completeness,2023-11-29 00:18:55.295,Clerk-000002,
1023,New online application received,2023-11-29 00:18:55.295,,
1023,Perform checks,2023-11-29 00:39:50.851,Clerk-000006,
1023,Make decision,2023-11-29 00:40:58.017,Manager-000004,
1023,notify reject,2023-11-29 01:00:39.518,Manager-000001,
1023,review request received,2023-11-29 01:20:43.633,,
1023,Check for completeness,2023-11-29 01:20:53.633,Clerk-000006,
1023,Request info,2023-11-29 01:36:04.497,Manager-000004,
1023,info received,2023-11-29 01:40:29.048,,
1023,Check for completeness,2023-11-29 01:40:39.048,Clerk-000005,
1023,Perform checks,2023-11-29 01:43:34.446,Clerk-000003,
1023,Make decision,2023-11-29 02:03:45.690,Manager-000005,
1023,notify reject,2023-11-29 02:05:37.055,Manager-000003,
1023,review request received,2023-11-29 02:06:28.214,,
1023,Check for completeness,2023-11-29 02:06:38.214,Clerk-000001,
1023,Perform checks,2023-11-29 02:10:23.494,Clerk-000002,
1023,Make decision,2023-11-29 02:11:24.003,Manager-000004,
1023,notify reject,2023-11-29 02:17:25.666,Manager-000001,
1023,review request received,2023-11-29 02:35:11.121,,
1023,Check for completeness,2023-11-29 02:35:21.121,Clerk-000005,
1023,Request info,2023-11-29 02:48:14.692,Manager-000006,
1023,info received,2023-11-29 02:50:08.380,,
1023,Check for completeness,2023-11-29 02:50:18.380,Clerk-000004,
1023,Perform checks,2023-11-29 02:57:47.691,Clerk-000006,
1023,Make decision,2023-11-29 03:01:06.397,Manager-000002,
1023,notify reject,2023-11-29 03:18:04.188,Manager-000005,
1023,review request received,2023-11-29 03:19:34.970,,
1023,Check for completeness,2023-11-29 03:19:44.970,Clerk-000003,
1023,Request info,2023-11-29 03:36:36.213,Manager-000003,
1023,info received,2023-11-29 03:49:21.544,,
1023,Check for completeness,2023-11-29 03:49:31.544,Clerk-000001,
1023,Perform checks,2023-11-29 04:05:27.855,Clerk-000002,
1023,Make decision,2023-11-29 04:05:39.471,Manager-000004,
1023,Notify accept,2023-11-29 04:20:39.089,Manager-000001,
1023,Deliver card,2023-11-29 04:30:47.542,Manager-000006,
1023,EVENT 13 END,2023-11-29 05:02:42.993,,
1024,Check for completeness,2023-11-29 00:38:00.843,Clerk-000003,
1024,New online application received,2023-11-29 00:38:00.843,,
1024,Request info,2023-11-29 01:25:45.334,Manager-000003,
1024,info received,2023-11-29 01:38:32.674,,
1024,Check for completeness,2023-11-29 01:38:42.674,Clerk-000001,
1024,Perform checks_09hfMGu_20231129014012212000,2023-11-29 01:40:12.212,Clerk-000002,polluted Label(Activity:'Perform checks')
1024,Make decision_03zvlCO_20231129014208174000,2023-11-29 01:42:08.174,Manager-000001,polluted Label(Activity:'Make decision')
1024,notify reject,2023-11-29 01:42:25.017,Manager-000002,
1024,time out,2023-11-29 02:03:06.370,,
1024,EVENT 13 END,2023-11-29 02:03:16.370,,
1025,Check for completeness,2023-11-29 01:17:37.843,Clerk-000002,
1025,New online application received,2023-11-29 01:17:37.843,,
1025,Perform checks,2023-11-29 01:24:38.092,Clerk-000005,
1025,Make decision,2023-11-29 01:25:33.397,Manager-000005,
1025,Notify accept,2023-11-29 01:47:50.842,Manager-000003,
1025,Deliver card,2023-11-29 01:49:32.122,Manager-000004,
1025,EVENT 13 END,2023-11-29 01:50:13.840,,
1026,Check for completeness,2023-11-29 01:36:59.703,Clerk-000004,
1026,New online application received,2023-11-29 01:36:59.703,,
1026,Perform checks,2023-11-29 01:46:39.868,Clerk-000006,
1026,Make decision,2023-11-29 01:51:49.384,Manager-000001,
1026,notify reject,2023-11-29 01:53:39.902,Manager-000006,
1026,time out,2023-11-29 01:59:11.238,,
1026,EVENT 13 END,2023-11-29 01:59:21.238,,
1027,Check for completeness,2023-11-29 04:09:01.019,Clerk-000005,
1027,New online application received,2023-11-29 04:09:01.019,,
1027,Perform checks,2023-11-29 04:09:29.961,Clerk-000004,
1027,Make decision,2023-11-29 04:39:05.399,Manager-000002,
1027,Notify accept,2023-11-29 04:54:20.284,Manager-000005,
1027,Deliver card,2023-11-29 05:00:48.208,Manager-000003,
1027,EVENT 13 END,2023-11-29 05:08:28.734,,
1028,Check for completeness,2023-11-29 05:38:28.082,Clerk-000006,
1028,New online application received,2023-11-29 05:38:28.082,,
1028,Request info,2023-11-29 05:53:12.073,Manager-000004,
1028,info received,2023-11-29 06:00:29.774,,
1028,Check for completeness,2023-11-29 06:00:39.774,Clerk-000003,
1028,Perform checks_92DiOqi_20231129061132903000,2023-11-29 06:11:32.903,Clerk-000001,polluted Label(Activity:'Perform checks')
1028,Make decision_95jGkAi_20231129061859987000,2023-11-29 06:18:59.987,Manager-000001,polluted Label(Activity:'Make decision')
1028,Notify accept,2023-11-29 06:40:37.719,Manager-000002,
1028,Deliver card,2023-11-29 06:49:55.909,Manager-000005,
1028,EVENT 13 END,2023-11-29 06:52:40.055,,
1029,Check for completeness,2023-11-29 07:02:18.620,Clerk-000002,
1029,New online application received,2023-11-29 07:02:18.620,,
1029,Request info,2023-11-29 07:17:42.075,Manager-000006,
1029,info received,2023-11-29 07:20:52.132,,
1029,Check for completeness,2023-11-29 07:21:02.132,Clerk-000006,
1029,Request info,2023-11-29 07:24:39.261,Manager-000004,
1029,info received,2023-11-29 07:25:59.537,,
1029,Check for completeness,2023-11-29 07:26:09.537,Clerk-000003,
1029,Request info,2023-11-29 07:29:37.930,Manager-000002,
1029,info received,2023-11-29 07:30:20.598,,
1029,Check for completeness,2023-11-29 07:30:30.598,Clerk-000001,
1029,Request info,2023-11-29 07:31:39.699,Manager-000005,
1029,info received,2023-11-29 07:45:03.398,,
1029,Check for completeness,2023-11-29 07:45:13.398,Clerk-000002,
1029,Perform checks,2023-11-29 07:48:49.659,Clerk-000003,
1029,Make decision,2023-11-29 07:56:51.031,Manager-000004,
1029,notify reject,2023-11-29 08:07:25.436,Manager-000001,
1029,time out,2023-11-29 08:10:58.359,,
1029,EVENT 13 END,2023-11-29 08:11:08.359,,
103,Check for completeness,2023-10-04 22:59:58.906,Clerk-000005,
103,New online application received,2023-10-04 22:59:58.906,,
103,Perform checks,2023-10-04 23:26:52.439,Clerk-000002,
103,Make decision,2023-10-04 23:33:11.752,Manager-000004,
103,notify reject,2023-10-04 23:34:37.127,Manager-000006,
103,time out,2023-10-04 23:40:14.658,,
103,EVENT 13 END,2023-10-04 23:40:24.658,,
1030,Check for completeness,2023-11-29 07:04:19.559,Clerk-000005,
1030,New online application received,2023-11-29 07:04:19.559,,
1030,Perform checks,2023-11-29 07:08:19.747,Clerk-000004,
1030,Make decision,2023-11-29 07:20:06.486,Manager-000003,
1030,notify reject,2023-11-29 07:27:37.553,Manager-000001,
1030,review request received,2023-11-29 07:39:41.721,,
1030,Check for completeness,2023-11-29 07:39:51.721,Clerk-000005,
1030,Request info,2023-11-29 07:41:59.186,Manager-000006,
1030,info received,2023-11-29 07:48:04.080,,
1030,Check for completeness,2023-11-29 07:48:14.080,Clerk-000006,
1030,Request info,2023-11-29 07:57:45.516,Manager-000003,
1030,info received,2023-11-29 08:04:23.877,,
1030,Check for completeness,2023-11-29 08:04:33.877,Clerk-000001,
1030,Request info,2023-11-29 08:19:21.947,Manager-000005,
1030,info received,2023-11-29 08:27:45.845,,
1030,Check for completeness,2023-11-29 08:27:55.845,Clerk-000002,
1030,Perform checks,2023-11-29 08:40:28.408,Clerk-000003,
1030,Make decision,2023-11-29 08:40:34.646,Manager-000003,
1030,notify reject,2023-11-29 08:59:52.259,Manager-000002,
1030,review request received,2023-11-29 09:08:11.949,,
