"Case","Activity","Timestamp","Resource","Injection","org"
4,"EVENT 13 END","2023-09-29 13:33:29.765","","","EVENT 13 END"
5,"Check for completeness","2023-09-29 11:58:51.818","Clerk-000005","","Check for completeness"
5,"New online application received","2023-09-29 11:58:51.818","","","New online application received"
5,"Perform checks","2023-09-29 11:59:56.433","Clerk-000006","","Perform checks"
5,"Make decision","2023-09-29 12:06:54.570","Manager-000005","","Make decision"
5,"Notify accept","2023-09-29 12:13:00.166","Manager-000004","","Notify accept"
5,"Deliver card","2023-09-29 12:15:13.449","Manager-000006","","Deliver card"
5,"EVENT 13 END","2023-09-29 12:16:48.900","","","EVENT 13 END"
6,"Check for completeness","2023-09-29 13:17:49.926","Clerk-000002","","Check for completeness"
6,"New online application received","2023-09-29 13:17:49.926","","","New online application received"
6,"Perform checks","2023-09-29 13:41:22.452","Clerk-000003","","Perform checks"
6,"Make decision","2023-09-29 13:45:49.138","Manager-000002","","Make decision"
6,"Notify accept","2023-09-29 13:46:40.377","Manager-000004","","Notify accept"
6,"Deliver card","2023-09-29 14:12:17.370","Manager-000003","","Deliver card"
6,"EVENT 13 END","2023-09-29 14:25:51.968","","","EVENT 13 END"
7,"Check for completeness","2023-09-29 13:24:12.521","Clerk-000004","","Check for completeness"
7,"New online application received","2023-09-29 13:24:12.521","","","New online application received"
7,"Perform checks","2023-09-29 13:24:18.373","Clerk-000005","","Perform checks"
7,"Make decision","2023-09-29 13:29:26.239","Manager-000005","","Make decision"
7,"Notify accept","2023-09-29 13:39:56.417","Manager-000006","","Notify accept"
7,"Deliver card","2023-09-29 13:43:55.173","Manager-000001","","Deliver card"
7,"EVENT 13 END","2023-09-29 13:58:02.645","","","EVENT 13 END"
8,"Check for completeness","2023-09-29 13:38:17.743","Clerk-000006","","Check for completeness"
8,"New online application received","2023-09-29 13:38:17.743","","","New online application received"
8,"Request info","2023-09-29 13:43:58.067","Manager-000003","","Request info"
8,"info received","2023-09-29 13:45:28.311","","","info received"
8,"Check for completeness","2023-09-29 13:45:38.311","Clerk-000004","","Check for completeness"
8,"Perform checks","2023-09-29 13:59:58.042","Clerk-000005","","Perform checks"
8,"Make decision","2023-09-29 14:00:04.900","Manager-000005","","Make decision"
8,"notify reject","2023-09-29 14:15:21.082","Manager-000002","","notify reject"
8,"review request received","2023-09-29 14:19:47.442","","","review request received"
8,"Check for completeness","2023-09-29 14:19:57.442","Clerk-000006","","Check for completeness"
8,"Perform checks","2023-09-29 14:28:22.925","Clerk-000003","","Perform checks"
8,"take decision","2023-09-29 14:34:51.646","Manager-000004","synonymous Label(Activity)","Make decision"
8,"Notify accept","2023-09-29 14:36:15.619","Manager-000005","","Notify accept"
8,"Deliver card","2023-09-29 14:37:47.189","Manager-000006","","Deliver card"
8,"EVENT 13 END","2023-09-29 14:52:19.738","","","EVENT 13 END"
9,"Check for completeness","2023-09-29 13:41:21.583","Clerk-000001","","Check for completeness"
9,"New online application received","2023-09-29 13:41:21.583","","","New online application received"
9,"Request info","2023-09-29 14:01:14.504","Manager-000006","","Request info"
9,"info received","2023-09-29 14:19:00.830","","","info received"
9,"Check for completeness","2023-09-29 14:19:10.830","Clerk-000002","","Check for completeness"
9,"Request info","2023-09-29 14:27:41.671","Manager-000001","","Request info"
9,"info received","2023-09-29 14:33:09.099","","","info received"
9,"Check for completeness","2023-09-29 14:33:19.099","Clerk-000004","","Check for completeness"
9,"Request info","2023-09-29 15:08:59.285","Manager-000003","","Request info"
9,"info received","2023-09-29 15:23:23.408","","","info received"
9,"Check for completeness","2023-09-29 15:23:33.408","Clerk-000006","","Check for completeness"
9,"Perform checks","2023-09-29 15:33:37.833","Clerk-000003","","Perform checks"
9,"Make decision","2023-09-29 15:34:38.869","Manager-000006","","Make decision"
9,"notify reject","2023-09-29 15:54:24.867","Manager-000002","","notify reject"
9,"time out","2023-09-29 16:12:43.247","","","time out"
9,"EVENT 13 END","2023-09-29 16:12:53.247","","","EVENT 13 END"
10,"Check for completeness","2023-09-29 14:47:37.938","Clerk-000005","","Check for completeness"
10,"New online application received","2023-09-29 14:47:37.938","","","New online application received"
10,"Request info","2023-09-29 14:48:51.317","Manager-000002","","Request info"
10,"obtain information","2023-09-29 14:54:01.063","","synonymous Label(Activity)","info received"
10,"Check for completeness","2023-09-29 14:54:11.063","Clerk-000001","","Check for completeness"
10,"Perform checks","2023-09-29 15:12:40.802","Clerk-000002","","Perform checks"
10,"Make decision","2023-09-29 15:21:56.123","Manager-000001","","Make decision"
10,"Notify accept","2023-09-29 15:22:31.725","Manager-000004","","Notify accept"
10,"Deliver card","2023-09-29 15:23:49.967","Manager-000005","","Deliver card"
10,"EVENT 13 END","2023-09-29 15:36:59.534","","","EVENT 13 END"
11,"Check for completeness","2023-09-29 16:06:37.359","Clerk-000005","","Check for completeness"
11,"application received","2023-09-29 16:06:37.359","","synonymous Label(Activity)","New online application received"
11,"Perform checks","2023-09-29 16:11:54.846","Clerk-000001","","Perform checks"
11,"Make decision","2023-09-29 16:25:06.284","Manager-000001","","Make decision"
11,"notify reject","2023-09-29 16:26:23.405","Manager-000003","","notify reject"
11,"time out","2023-09-29 16:29:27.938","","","time out"
11,"EVENT 13 END","2023-09-29 16:29:37.938","","","EVENT 13 END"
12,"Check for completeness","2023-09-29 16:07:28.415","Clerk-000004","","Check for completeness"
12,"New online application received","2023-09-29 16:07:28.415","","","New online application received"
12,"Request info","2023-09-29 16:28:15.647","Manager-000005","","Request info"
12,"info received","2023-09-29 16:33:32.086","","","info received"
12,"Check for completeness","2023-09-29 16:33:42.086","Clerk-000003","","Check for completeness"
12,"Request info","2023-09-29 16:36:40.604","Manager-000002","","Request info"
12,"info received","2023-09-29 16:45:28.106","","","info received"
12,"Check for completeness","2023-09-29 16:45:38.106","Clerk-000005","","Check for completeness"
12,"Perform checks","2023-09-29 17:02:39.723","Clerk-000002","","Perform checks"
12,"Make decision","2023-09-29 17:13:16.697","Manager-000003","","Make decision"
12,"Notify accept","2023-09-29 17:13:45.470","Manager-000005","","Notify accept"
12,"Deliver card","2023-09-29 17:46:09.886","Manager-000004","","Deliver card"
12,"EVENT 13 END","2023-09-29 17:47:16.773","","","EVENT 13 END"
13,"Check for completeness","2023-09-29 16:14:30.309","Clerk-000002","","Check for completeness"
13,"New online application received","2023-09-29 16:14:30.309","","","New online application received"
13,"Perform checks","2023-09-29 16:27:34.755","Clerk-000006","","Perform checks"
13,"Make decision","2023-09-29 16:28:03.056","Manager-000004","","Make decision"
13,"notify reject","2023-09-29 16:34:55.454","Manager-000006","","notify reject"
13,"review request received","2023-09-29 16:46:57.319","","","review request received"
13,"verify completeness","2023-09-29 16:47:07.319","Clerk-000001","synonymous Label(Activity)","Check for completeness"
13,"Perform checks","2023-09-29 16:54:38.964","Clerk-000004","","Perform checks"
13,"Make decision","2023-09-29 17:22:15.988","Manager-000002","","Make decision"
13,"notify reject","2023-09-29 17:51:15.597","Manager-000006","","notify reject"
13,"review request received","2023-09-29 18:02:09.808","","","review request received"
13,"Check for completeness","2023-09-29 18:02:19.808","Clerk-000003","","Check for completeness"
13,"Request info","2023-09-29 18:09:51.649","Manager-000004","","Request info"
13,"info received","2023-09-29 18:14:41.199","","","info received"
13,"Check for completeness","2023-09-29 18:14:51.199","Clerk-000006","","Check for completeness"
13,"Request info","2023-09-29 18:26:33.083","Manager-000003","","Request info"
13,"info received","2023-09-29 18:37:59.483","","","info received"
13,"Check for completeness","2023-09-29 18:38:09.483","Clerk-000004","","Check for completeness"
13,"Perform checks","2023-09-29 19:01:11.416","Clerk-000006","","Perform checks"
13,"Make decision","2023-09-29 19:08:51.860","Manager-000001","","Make decision"
13,"notify reject","2023-09-29 19:22:36.736","Manager-000004","","notify reject"
13,"review request received","2023-09-29 19:35:39.940","","","review request received"
13,"Check for completeness","2023-09-29 19:35:49.940","Clerk-000003","","Check for completeness"
13,"Request info","2023-09-29 19:39:16.010","Manager-000002","","Request info"
13,"info received","2023-09-29 20:04:20.804","","","info received"
13,"Check for completeness","2023-09-29 20:04:30.804","Clerk-000002","","Check for completeness"
13,"Request info","2023-09-29 20:19:37.681","Manager-000003","","Request info"
13,"info received","2023-09-29 20:28:28.849","","","info received"
13,"Check for completeness","2023-09-29 20:28:38.849","Clerk-000006","","Check for completeness"
13,"Perform checks","2023-09-29 20:38:40.292","Clerk-000004","","Perform checks"
13,"Make decision","2023-09-29 20:43:33.832","Manager-000002","","Make decision"
13,"notify reject","2023-09-29 20:53:08.449","Manager-000005","","notify reject"
13,"review request received","2023-09-29 21:03:06.372","","","review request received"
13,"Check for completeness","2023-09-29 21:03:16.372","Clerk-000006","","Check for completeness"
13,"Perform checks","2023-09-29 21:20:39.128","Clerk-000003","","Perform checks"
13,"Make decision","2023-09-29 21:22:46.639","Manager-000003","","Make decision"
13,"notify reject","2023-09-29 21:23:32.611","Manager-000004","","notify reject"
13,"time out","2023-09-29 21:33:15.823","","","time out"
13,"EVENT 13 END","2023-09-29 21:33:25.823","","","EVENT 13 END"
14,"Check for completeness","2023-09-29 16:51:09.691","Clerk-000002","","Check for completeness"
14,"get new application","2023-09-29 16:51:09.691","","synonymous Label(Activity)","New online application received"
14,"Perform checks","2023-09-29 16:54:07.012","Clerk-000006","","Perform checks"
14,"Make decision","2023-09-29 17:08:43.888","Manager-000001","","Make decision"
14,"notify reject","2023-09-29 17:40:01.342","Manager-000003","","notify reject"
14,"time out","2023-09-29 18:03:59.442","","","time out"
14,"EVENT 13 END","2023-09-29 18:04:09.442","","","EVENT 13 END"
16,"Check for completeness","2023-09-29 17:45:26.578","Clerk-000005","","Check for completeness"
16,"New online application received","2023-09-29 17:45:26.578","","","New online application received"
16,"Request info","2023-09-29 17:53:49.426","Manager-000001","","Request info"
16,"info received","2023-09-29 17:58:04.022","","","info received"
16,"check no missing","2023-09-29 17:58:14.022","Clerk-000002","synonymous Label(Activity)","Check for completeness"
16,"Request info","2023-09-29 18:17:55.674","Manager-000002","","Request info"
16,"info received","2023-09-29 18:38:16.236","","","info received"
16,"Check for completeness","2023-09-29 18:38:26.236","Clerk-000002","","Check for completeness"
16,"Perform checks","2023-09-29 18:40:28.271","Clerk-000005","","Perform checks"
16,"Make decision","2023-09-29 18:41:20.445","Manager-000003","","Make decision"
16,"Notify accept","2023-09-29 18:49:29.967","Manager-000002","","Notify accept"
16,"Deliver card","2023-09-29 19:25:53.029","Manager-000005","","Deliver card"
16,"EVENT 13 END","2023-09-29 19:31:06.291","","","EVENT 13 END"
17,"Check for completeness","2023-09-29 17:57:31.716","Clerk-000006","","Check for completeness"
17,"New online application received","2023-09-29 17:57:31.716","","","New online application received"
17,"Perform checks","2023-09-29 18:05:01.489","Clerk-000001","","Perform checks"
17,"Make decision","2023-09-29 18:09:25.830","Manager-000005","","Make decision"
17,"notify reject","2023-09-29 18:27:15.122","Manager-000004","","notify reject"
17,"time out","2023-09-29 18:50:25.809","","","time out"
17,"EVENT 13 END","2023-09-29 18:50:35.809","","","EVENT 13 END"
18,"Check for completeness","2023-09-29 18:06:16.258","Clerk-000004","","Check for completeness"
18,"New online application received","2023-09-29 18:06:16.258","","","New online application received"
18,"Perform checks","2023-09-29 18:13:12.412","Clerk-000005","","Perform checks"
18,"Make decision","2023-09-29 18:20:12.699","Manager-000001","","Make decision"
18,"Notify accept","2023-09-29 18:38:19.445","Manager-000005","","Notify accept"
18,"Deliver card","2023-09-29 18:39:58.666","Manager-000006","","Deliver card"
18,"EVENT 13 END","2023-09-29 18:51:28.231","","","EVENT 13 END"
20,"Check for completeness","2023-09-29 19:19:25.291","Clerk-000002","","Check for completeness"
20,"New online application received","2023-09-29 19:19:25.291","","","New online application received"
20,"Request info","2023-09-29 19:23:40.250","Manager-000006","","Request info"
20,"obtain information","2023-09-29 19:27:24.092","","synonymous Label(Activity)","info received"
20,"Check for completeness","2023-09-29 19:27:34.092","Clerk-000005","","Check for completeness"
20,"Request info","2023-09-29 19:39:11.217","Manager-000001","","Request info"
20,"info received","2023-09-29 19:45:50.472","","","info received"
20,"assess completeness","2023-09-29 19:46:00.472","Clerk-000006","synonymous Label(Activity)","Check for completeness"
20,"Request info","2023-09-29 19:46:31.227","Manager-000006","","Request info"
20,"info received","2023-09-29 19:48:39.020","","","info received"
20,"Check for completeness","2023-09-29 19:48:49.020","Clerk-000001","","Check for completeness"
20,"Perform checks","2023-09-29 20:11:57.183","Clerk-000005","","Perform checks"
20,"Make decision","2023-09-29 20:13:50.754","Manager-000004","","Make decision"
20,"Notify accept","2023-09-29 20:41:11.134","Manager-000001","","Notify accept"
20,"Deliver card","2023-09-29 20:41:45.634","Manager-000006","","Deliver card"
20,"EVENT 13 END","2023-09-29 20:41:54.646","","","EVENT 13 END"
21,"Check for completeness","2023-09-29 20:41:51.439","Clerk-000001","","Check for completeness"
21,"New online application received","2023-09-29 20:41:51.439","","","New online application received"
21,"Perform checks","2023-09-29 21:00:54.004","Clerk-000002","","Perform checks"
21,"Make decision","2023-09-29 21:06:42.607","Manager-000006","","Make decision"
21,"notify reject","2023-09-29 21:07:22.401","Manager-000002","","notify reject"
21,"review request received","2023-09-29 21:42:51.560","","","review request received"
21,"Check for completeness","2023-09-29 21:43:01.560","Clerk-000005","","Check for completeness"
21,"Request info","2023-09-29 21:51:47.651","Manager-000005","","Request info"
21,"info received","2023-09-29 21:52:47.742","","","info received"
21,"Check for completeness","2023-09-29 21:52:57.742","Clerk-000001","","Check for completeness"
21,"Request info","2023-09-29 21:56:52.475","Manager-000001","","Request info"
21,"info received","2023-09-29 22:13:45.867","","","info received"
21,"Check for completeness","2023-09-29 22:13:55.867","Clerk-000006","","Check for completeness"
21,"Perform checks","2023-09-29 22:15:28.052","Clerk-000003","","Perform checks"
21,"Make decision","2023-09-29 22:17:11.249","Manager-000004","","Make decision"
21,"notify reject","2023-09-29 22:18:43.086","Manager-000002","","notify reject"
21,"time out","2023-09-29 22:23:17.465","","","time out"
21,"EVENT 13 END","2023-09-29 22:23:27.465","","","EVENT 13 END"
27,"assess completeness","2023-10-02 02:35:38.612","Clerk-000001","synonymous Label(Activity)","Check for completeness"
27,"New online application received","2023-10-02 02:35:38.612","","","New online application received"
27,"Request info","2023-10-02 02:47:52.422","Manager-000004","","Request info"
27,"info received","2023-10-02 03:03:20.832","","","info received"
27,"Check for completeness","2023-10-02 03:03:30.832","Clerk-000002","","Check for completeness"
27,"Request info","2023-10-02 03:15:57.436","Manager-000001","","Request info"
27,"info received","2023-10-02 03:21:38.352","","","info received"
27,"Check for completeness","2023-10-02 03:21:48.352","Clerk-000005","","Check for completeness"
27,"Perform checks","2023-10-02 03:25:16.538","Clerk-000001","","Perform checks"
27,"Make decision","2023-10-02 04:05:20.438","Manager-000006","","Make decision"
27,"Notify accept","2023-10-02 04:09:21.023","Manager-000001","","Notify accept"
27,"Deliver card","2023-10-02 04:10:02.043","Manager-000005","","Deliver card"
27,"EVENT 13 END","2023-10-02 04:13:19.372","","","EVENT 13 END"
28,"Check for completeness","2023-10-02 03:49:49.031","Clerk-000006","","Check for completeness"
28,"New online application received","2023-10-02 03:49:49.031","","","New online application received"
28,"Perform checks","2023-10-02 03:55:14.876","Clerk-000002","","Perform checks"
28,"Make decision","2023-10-02 04:02:53.440","Manager-000003","","Make decision"
28,"notify reject","2023-10-02 04:04:38.433","Manager-000002","","notify reject"
28,"review request received","2023-10-02 04:12:29.466","","","review request received"
28,"Check for completeness","2023-10-02 04:12:39.466","Clerk-000005","","Check for completeness"
28,"Perform checks","2023-10-02 04:13:22.011","Clerk-000003","","Perform checks"
28,"Make decision","2023-10-02 04:16:26.207","Manager-000003","","Make decision"
28,"Notify accept","2023-10-02 04:21:12.631","Manager-000001","","Notify accept"
28,"Deliver card","2023-10-02 04:31:16.152","Manager-000002","","Deliver card"
28,"EVENT 13 END","2023-10-02 04:54:08.875","","","EVENT 13 END"
29,"Check for completeness","2023-10-02 05:24:14.094","Clerk-000005","","Check for completeness"
29,"New online application received","2023-10-02 05:24:14.094","","","New online application received"
29,"Perform checks","2023-10-02 05:34:29.426","Clerk-000003","","Perform checks"
29,"Make decision","2023-10-02 05:41:14.108","Manager-000001","","Make decision"
29,"Notify accept","2023-10-02 05:51:12.013","Manager-000006","","Notify accept"
29,"Deliver card","2023-10-02 06:10:59.128","Manager-000004","","Deliver card"
29,"EVENT 13 END","2023-10-02 06:15:00.259","","","EVENT 13 END"
30,"Check for completeness","2023-10-02 05:42:19.668","Clerk-000004","","Check for completeness"
30,"New online application received","2023-10-02 05:42:19.668","","","New online application received"
30,"Request info","2023-10-02 05:52:35.453","Manager-000005","","Request info"
30,"info received","2023-10-02 05:57:42.363","","","info received"
30,"Check for completeness","2023-10-02 05:57:52.363","Clerk-000001","","Check for completeness"
30,"check application","2023-10-02 05:58:43.926","Clerk-000005","synonymous Label(Activity)","Perform checks"
30,"Make decision","2023-10-02 06:07:16.031","Manager-000002","","Make decision"
30,"notify reject","2023-10-02 06:33:37.019","Manager-000005","","notify reject"
30,"review request received","2023-10-02 06:38:09.262","","","review request received"
30,"Check for completeness","2023-10-02 06:38:19.262","Clerk-000003","","Check for completeness"
30,"Request info","2023-10-02 06:39:34.425","Manager-000006","","Request info"
30,"info received","2023-10-02 06:42:00.757","","","info received"
30,"Check for completeness","2023-10-02 06:42:10.757","Clerk-000004","","Check for completeness"
30,"Perform checks","2023-10-02 06:48:51.594","Clerk-000006","","Perform checks"
30,"Make decision","2023-10-02 06:53:19.364","Manager-000003","","Make decision"
30,"notify reject","2023-10-02 06:59:31.135","Manager-000004","","notify reject"
30,"review request received","2023-10-02 07:05:03.394","","","review request received"
30,"Check for completeness","2023-10-02 07:05:13.394","Clerk-000002","","Check for completeness"
30,"Perform checks","2023-10-02 07:08:21.739","Clerk-000003","","Perform checks"
30,"Make decision","2023-10-02 07:26:14.396","Manager-000006","","Make decision"
30,"Notify accept","2023-10-02 07:28:17.295","Manager-000001","","Notify accept"
30,"Deliver card","2023-10-02 07:29:48.995","Manager-000003","","Deliver card"
30,"EVENT 13 END","2023-10-02 07:48:23.876","","","EVENT 13 END"
31,"Check for completeness","2023-10-02 05:48:39.561","Clerk-000006","","Check for completeness"
31,"New online application received","2023-10-02 05:48:39.561","","","New online application received"
31,"Perform checks","2023-10-02 05:56:02.659","Clerk-000002","","Perform checks"
31,"Make decision","2023-10-02 06:11:53.392","Manager-000003","","Make decision"
31,"notify reject","2023-10-02 06:14:01.523","Manager-000001","","notify reject"
31,"time out","2023-10-02 06:42:24.600","","","time out"
31,"EVENT 13 END","2023-10-02 06:42:34.600","","","EVENT 13 END"
32,"Check for completeness","2023-10-02 06:52:06.060","Clerk-000001","","Check for completeness"
32,"New online application received","2023-10-02 06:52:06.060","","","New online application received"
32,"Perform checks","2023-10-02 07:03:28.738","Clerk-000005","","Perform checks"
32,"Make decision","2023-10-02 07:04:09.558","Manager-000002","","Make decision"
32,"Notify accept","2023-10-02 07:18:17.428","Manager-000005","","Notify accept"
32,"Deliver card","2023-10-02 07:57:29.408","Manager-000004","","Deliver card"
32,"EVENT 13 END","2023-10-02 08:10:54.897","","","EVENT 13 END"
33,"Check for completeness","2023-10-02 07:48:55.859","Clerk-000004","","Check for completeness"
33,"application received","2023-10-02 07:48:55.859","","synonymous Label(Activity)","New online application received"
33,"check application","2023-10-02 08:01:31.352","Clerk-000006","synonymous Label(Activity)","Perform checks"
33,"Make decision","2023-10-02 08:06:22.173","Manager-000002","","Make decision"
33,"Notify accept","2023-10-02 08:17:10.626","Manager-000006","","Notify accept"
33,"Deliver card","2023-10-02 08:19:25.321","Manager-000001","","Deliver card"
33,"EVENT 13 END","2023-10-02 08:19:37.157","","","EVENT 13 END"
34,"verify completeness","2023-10-02 11:18:14.023","Clerk-000001","synonymous Label(Activity)","Check for completeness"
34,"get new application","2023-10-02 11:18:14.023","","synonymous Label(Activity)","New online application received"
34,"Perform checks","2023-10-02 11:18:27.536","Clerk-000005","","Perform checks"
34,"Make decision","2023-10-02 11:41:33.904","Manager-000003","","Make decision"
34,"Notify accept","2023-10-02 11:51:27.177","Manager-000005","","Notify accept"
34,"Deliver card","2023-10-02 11:52:37.583","Manager-000004","","Deliver card"
34,"EVENT 13 END","2023-10-02 11:57:25.412","","","EVENT 13 END"
35,"Check for completeness","2023-10-02 12:27:24.477","Clerk-000002","","Check for completeness"
35,"New online application received","2023-10-02 12:27:24.477","","","New online application received"
35,"Perform checks","2023-10-02 12:31:02.687","Clerk-000003","","Perform checks"
35,"Make decision","2023-10-02 12:43:29.450","Manager-000002","","Make decision"
35,"notify reject","2023-10-02 12:48:13.381","Manager-000006","","notify reject"
35,"time out","2023-10-02 12:50:31.833","","","time out"
35,"EVENT 13 END","2023-10-02 12:50:41.833","","","EVENT 13 END"
36,"Check for completeness","2023-10-02 12:58:27.972","Clerk-000004","","Check for completeness"
36,"New online application received","2023-10-02 12:58:27.972","","","New online application received"
36,"request more information","2023-10-02 13:07:43.351","Manager-000001","synonymous Label(Activity)","Request info"
36,"info received","2023-10-02 13:14:11.813","","","info received"
36,"Check for completeness","2023-10-02 13:14:21.813","Clerk-000006","","Check for completeness"
36,"check application","2023-10-02 13:19:25.821","Clerk-000001","synonymous Label(Activity)","Perform checks"
36,"Make decision","2023-10-02 13:23:39.609","Manager-000003","","Make decision"
36,"notify reject","2023-10-02 13:32:34.595","Manager-000005","","notify reject"
36,"revision received","2023-10-02 13:38:06.806","","synonymous Label(Activity)","review request received"
36,"Check for completeness","2023-10-02 13:38:16.806","Clerk-000002","","Check for completeness"
36,"Request info","2023-10-02 13:38:32.361","Manager-000004","","Request info"
36,"info received","2023-10-02 13:46:49.078","","","info received"
36,"Check for completeness","2023-10-02 13:46:59.078","Clerk-000006","","Check for completeness"
36,"Request info","2023-10-02 14:17:55.617","Manager-000005","","Request info"
36,"info received","2023-10-02 14:20:11.132","","","info received"
36,"Check for completeness","2023-10-02 14:20:21.132","Clerk-000001","","Check for completeness"
36,"Perform checks","2023-10-02 14:24:45.103","Clerk-000002","","Perform checks"
36,"Make decision","2023-10-02 14:37:24.013","Manager-000002","","Make decision"
36,"Notify accept","2023-10-02 14:39:44.970","Manager-000004","","Notify accept"
36,"Deliver card","2023-10-02 15:22:47.009","Manager-000003","","Deliver card"
36,"EVENT 13 END","2023-10-02 15:31:43.408","","","EVENT 13 END"
37,"Check for completeness","2023-10-02 13:35:00.778","Clerk-000005","","Check for completeness"
37,"New online application received","2023-10-02 13:35:00.778","","","New online application received"
37,"Request info","2023-10-02 13:39:43.208","Manager-000002","","Request info"
37,"info received","2023-10-02 13:39:56.760","","","info received"
37,"Check for completeness","2023-10-02 13:40:06.760","Clerk-000003","","Check for completeness"
37,"Perform checks","2023-10-02 13:43:29.856","Clerk-000004","","Perform checks"
37,"Make decision","2023-10-02 13:50:11.398","Manager-000006","","Make decision"
37,"Notify accept","2023-10-02 14:13:21.042","Manager-000001","","Notify accept"
37,"Deliver card","2023-10-02 14:17:07.689","Manager-000003","","Deliver card"
37,"EVENT 13 END","2023-10-02 14:25:53.407","","","EVENT 13 END"
38,"assess completeness","2023-10-02 14:52:34.683","Clerk-000005","synonymous Label(Activity)","Check for completeness"
38,"New online application received","2023-10-02 14:52:34.683","","","New online application received"
38,"Perform checks","2023-10-02 14:56:25.790","Clerk-000003","","Perform checks"
38,"Make decision","2023-10-02 15:07:39.216","Manager-000006","","Make decision"
38,"Notify accept","2023-10-02 15:11:47.688","Manager-000001","","Notify accept"
38,"Deliver card","2023-10-02 15:22:28.602","Manager-000005","","Deliver card"
38,"EVENT 13 END","2023-10-02 15:28:07.560","","","EVENT 13 END"
40,"Check for completeness","2023-10-02 16:19:34.365","Clerk-000002","","Check for completeness"
40,"New online application received","2023-10-02 16:19:34.365","","","New online application received"
40,"Perform checks","2023-10-02 17:03:21.648","Clerk-000005","","Perform checks"
40,"Make decision","2023-10-02 17:05:09.452","Manager-000005","","Make decision"
40,"notify reject","2023-10-02 17:21:50.595","Manager-000003","","notify reject"
40,"time out","2023-10-02 17:23:13.173","","","time out"
40,"EVENT 13 END","2023-10-02 17:23:23.173","","","EVENT 13 END"
42,"Check for completeness","2023-10-02 18:47:53.063","Clerk-000002","","Check for completeness"
42,"New online application received","2023-10-02 18:47:53.063","","","New online application received"
42,"Perform checks","2023-10-02 19:00:41.890","Clerk-000005","","Perform checks"
42,"Make decision","2023-10-02 19:56:45.515","Manager-000006","","Make decision"
42,"Notify accept","2023-10-02 19:57:11.601","Manager-000001","","Notify accept"
42,"Deliver card","2023-10-02 20:03:30.555","Manager-000004","","Deliver card"
42,"EVENT 13 END","2023-10-02 20:06:12.137","","","EVENT 13 END"
43,"check complete","2023-10-02 19:09:50.801","Clerk-000003","synonymous Label(Activity)","Check for completeness"
