"Case","Activity","Timestamp","Resource","Injection","org"
3,"Review order","2024-05-06 18:45:42.434","Waiter-000003","","Review order"
3,"Prepare main course","2024-05-06 18:46:01.187","Cook-000001","","Prepare main course"
3,"prepare drinks_YHdeMdau_Barman-000003","2024-05-06 18:46:01.187","Barman-000003","polluted Label(Activity)","prepare drinks"
3,"Bring drinks_AxzEJvtZ_Barman-000001","2024-05-06 18:46:25.135","Barman-000001","polluted Label(Activity)","Bring drinks"
3,"Review drinks_nOwsdSKU_Waiter-000004","2024-05-06 18:49:49.033","Waiter-000004","polluted Label(Activity)","Review drinks"
3,"prepare drinks","2024-05-06 18:53:13.575","Barman-000002","","prepare drinks"
3,"Bring drinks_hktChZZh_Barman-000001","2024-05-06 19:02:51.779","Barman-000001","polluted Label(Activity)","Bring drinks"
3,"Review drinks","2024-05-06 19:05:53.390","Waiter-000001","","Review drinks"
3,"Signal food complete_IkFlrYUQ_Cook-000001","2024-05-06 19:38:29.090","Cook-000001","polluted Label(Activity)","Signal food complete"
3,"Bring food","2024-05-06 19:56:37.626","Cook helper-000001","","Bring food"
3,"Deliver to customer","2024-05-06 19:59:50.671","Waiter-000004","","Deliver to customer"
3,"EVENT 8 END_rihIYAUA_nan","2024-05-06 20:00:52.004","","polluted Label(Activity)","EVENT 8 END"
4,"Take order_DJPNZMVk_Waiter-000002","2024-05-06 19:00:00.000","Waiter-000002","polluted Label(Activity)","Take order"
4,"start_BFQzPuES_nan","2024-05-06 19:00:00.000","","polluted Label(Activity)","start"
4,"Review order","2024-05-06 19:01:14.635","Waiter-000003","","Review order"
4,"Prepare starter","2024-05-06 19:01:40.513","Cook helper-000003","","Prepare starter"
4,"prepare drinks","2024-05-06 19:01:40.513","Barman-000003","","prepare drinks"
4,"Signal food complete","2024-05-06 19:01:41.077","Cook-000002","","Signal food complete"
4,"Bring drinks_bGGfCstO_Barman-000002","2024-05-06 19:11:57.561","Barman-000002","polluted Label(Activity)","Bring drinks"
4,"Review drinks_zTFyGrgJ_Waiter-000002","2024-05-06 19:16:42.082","Waiter-000002","polluted Label(Activity)","Review drinks"
4,"Bring food_GPgVPVTJ_Cook helper-000002","2024-05-06 19:29:56.764","Cook helper-000002","polluted Label(Activity)","Bring food"
4,"Deliver to customer","2024-05-06 19:32:28.195","Waiter-000004","","Deliver to customer"
4,"EVENT 8 END","2024-05-06 19:37:12.080","","","EVENT 8 END"
5,"Take order_DleQUOKv_Waiter-000004","2024-05-06 19:15:00.000","Waiter-000004","polluted Label(Activity)","Take order"
5,"start_pfwDVWvf_nan","2024-05-06 19:15:00.000","","polluted Label(Activity)","start"
5,"Review order","2024-05-06 19:16:14.700","Waiter-000005","","Review order"
5,"Prepare main course_LedsbsaY_Cook-000003","2024-05-06 19:16:25.545","Cook-000003","polluted Label(Activity)","Prepare main course"
5,"prepare drinks","2024-05-06 19:16:25.545","Barman-000001","","prepare drinks"
5,"Bring drinks_atbFSjfr_Barman-000003","2024-05-06 19:39:00.219","Barman-000003","polluted Label(Activity)","Bring drinks"
5,"Review drinks","2024-05-06 19:41:06.362","Waiter-000002","","Review drinks"
5,"Signal food complete","2024-05-06 19:57:21.743","Cook-000003","","Signal food complete"
5,"Bring food_PqmNpvcg_Cook helper-000002","2024-05-06 20:07:38.081","Cook helper-000002","polluted Label(Activity)","Bring food"
5,"Deliver to customer_bedvCMhv_Waiter-000005","2024-05-06 20:09:58.152","Waiter-000005","polluted Label(Activity)","Deliver to customer"
5,"EVENT 8 END","2024-05-06 20:10:29.307","","","EVENT 8 END"
6,"Take order","2024-05-06 19:30:00.000","Waiter-000003","","Take order"
6,"start","2024-05-06 19:30:00.000","","","start"
6,"Review order","2024-05-06 19:30:01.617","Waiter-000001","","Review order"
6,"Prepare main course_KGapNGCi_Cook-000002","2024-05-06 19:31:15.792","Cook-000002","polluted Label(Activity)","Prepare main course"
6,"prepare drinks_KyJNmNoZ_Barman-000003","2024-05-06 19:31:15.792","Barman-000003","polluted Label(Activity)","prepare drinks"
6,"Bring drinks_gTcnBEuf_Barman-000002","2024-05-06 19:31:50.421","Barman-000002","polluted Label(Activity)","Bring drinks"
6,"Review drinks_noNVEbPp_Waiter-000005","2024-05-06 19:34:50.443","Waiter-000005","polluted Label(Activity)","Review drinks"
6,"Signal food complete_rBmVivpB_Cook-000002","2024-05-06 19:37:16.849","Cook-000002","polluted Label(Activity)","Signal food complete"
6,"Bring food_DGBvGuOO_Cook helper-000001","2024-05-06 20:34:05.125","Cook helper-000001","polluted Label(Activity)","Bring food"
6,"Deliver to customer_ptGiKtEh_Waiter-000002","2024-05-06 20:34:19.232","Waiter-000002","polluted Label(Activity)","Deliver to customer"
6,"EVENT 8 END_IsyvyKqH_nan","2024-05-06 20:34:54.999","","polluted Label(Activity)","EVENT 8 END"
7,"Take order","2024-05-06 19:45:00.000","Waiter-000003","","Take order"
7,"start","2024-05-06 19:45:00.000","","","start"
7,"Review order_cGZTKLlN_Waiter-000001","2024-05-06 19:51:43.119","Waiter-000001","polluted Label(Activity)","Review order"
7,"prepare drinks_ofxrivUw_Barman-000002","2024-05-06 19:52:56.552","Barman-000002","polluted Label(Activity)","prepare drinks"
7,"Bring drinks_xKBgVxPu_Barman-000001","2024-05-06 19:54:05.837","Barman-000001","polluted Label(Activity)","Bring drinks"
7,"Review drinks_PulkWEcu_Waiter-000005","2024-05-06 19:54:29.273","Waiter-000005","polluted Label(Activity)","Review drinks"
7,"Prepare main course","2024-05-06 19:56:37.626","Cook-000001","","Prepare main course"
7,"Signal food complete","2024-05-06 21:28:27.029","Cook-000001","","Signal food complete"
7,"Bring food","2024-05-06 21:54:49.690","Cook helper-000003","","Bring food"
7,"Deliver to customer","2024-05-06 21:56:07.680","Waiter-000001","","Deliver to customer"
7,"EVENT 8 END_YuVxrfTP_nan","2024-05-06 21:56:23.319","","polluted Label(Activity)","EVENT 8 END"
8,"Take order","2024-05-06 20:00:00.000","Waiter-000002","","Take order"
8,"start","2024-05-06 20:00:00.000","","","start"
8,"Review order","2024-05-06 20:00:01.138","Waiter-000003","","Review order"
8,"Prepare starter_YxgefNvV_Cook helper-000003","2024-05-06 20:00:04.147","Cook helper-000003","polluted Label(Activity)","Prepare starter"
8,"prepare drinks","2024-05-06 20:00:04.147","Barman-000003","","prepare drinks"
8,"Bring drinks","2024-05-06 20:00:54.944","Barman-000002","","Bring drinks"
8,"Review drinks","2024-05-06 20:04:36.073","Waiter-000001","","Review drinks"
8,"Prepare main course_OfMmoMIM_Cook-000003","2024-05-06 20:07:38.081","Cook-000003","polluted Label(Activity)","Prepare main course"
8,"Signal food complete_ASgHgMsJ_Cook-000003","2024-05-06 20:16:46.824","Cook-000003","polluted Label(Activity)","Signal food complete"
8,"Bring food","2024-05-06 20:55:46.162","Cook helper-000003","","Bring food"
8,"Deliver to customer","2024-05-06 21:00:10.774","Waiter-000002","","Deliver to customer"
8,"EVENT 8 END","2024-05-06 21:01:36.429","","","EVENT 8 END"
9,"Take order","2024-05-06 20:15:00.000","Waiter-000002","","Take order"
9,"start","2024-05-06 20:15:00.000","","","start"
9,"Review order","2024-05-06 20:17:11.153","Waiter-000003","","Review order"
9,"prepare drinks_nFKQOtdb_Barman-000001","2024-05-06 20:18:02.923","Barman-000001","polluted Label(Activity)","prepare drinks"
9,"Bring drinks_LYrwLInI_Barman-000003","2024-05-06 20:23:37.474","Barman-000003","polluted Label(Activity)","Bring drinks"
9,"Review drinks_psCMhbGb_Waiter-000001","2024-05-06 20:31:01.146","Waiter-000001","polluted Label(Activity)","Review drinks"
9,"Prepare main course","2024-05-06 20:34:05.125","Cook-000002","","Prepare main course"
9,"Signal food complete","2024-05-06 21:00:06.516","Cook-000002","","Signal food complete"
9,"Bring food_vnBMJycV_Cook helper-000002","2024-05-06 21:07:06.622","Cook helper-000002","polluted Label(Activity)","Bring food"
9,"Deliver to customer","2024-05-06 21:20:25.348","Waiter-000001","","Deliver to customer"
9,"EVENT 8 END","2024-05-06 21:22:47.491","","","EVENT 8 END"
10,"Take order_JieWFGxh_Waiter-000004","2024-05-06 20:30:00.000","Waiter-000004","polluted Label(Activity)","Take order"
10,"start","2024-05-06 20:30:00.000","","","start"
10,"Review order","2024-05-06 20:31:21.530","Waiter-000005","","Review order"
10,"prepare drinks_uqUCYODn_Barman-000002","2024-05-06 20:32:09.910","Barman-000002","polluted Label(Activity)","prepare drinks"
10,"Bring drinks","2024-05-06 20:33:38.935","Barman-000001","","Bring drinks"
10,"Review drinks","2024-05-06 20:38:13.994","Waiter-000003","","Review drinks"
10,"prepare drinks","2024-05-06 20:40:22.120","Barman-000003","","prepare drinks"
10,"Bring drinks_LJsVUrMa_Barman-000001","2024-05-06 20:53:19.368","Barman-000001","polluted Label(Activity)","Bring drinks"
10,"Prepare main course","2024-05-06 20:54:46.925","Cook-000002","","Prepare main course"
10,"Review drinks","2024-05-06 21:02:35.065","Waiter-000004","","Review drinks"
10,"Signal food complete","2024-05-06 21:04:57.209","Cook-000003","","Signal food complete"
10,"Bring food_jiIifAPF_Cook helper-000001","2024-05-06 21:08:26.519","Cook helper-000001","polluted Label(Activity)","Bring food"
10,"Deliver to customer_NnowZLXB_Waiter-000002","2024-05-06 21:15:44.921","Waiter-000002","polluted Label(Activity)","Deliver to customer"
10,"EVENT 8 END_CZjOPRNi_nan","2024-05-06 21:17:36.624","","polluted Label(Activity)","EVENT 8 END"
11,"Take order_IWDsXDvF_Waiter-000004","2024-05-06 20:45:00.000","Waiter-000004","polluted Label(Activity)","Take order"
11,"start","2024-05-06 20:45:00.000","","","start"
11,"Review order_zMmUoXWe_Waiter-000001","2024-05-06 20:48:48.648","Waiter-000001","polluted Label(Activity)","Review order"
11,"prepare drinks_xMxAPKXi_Barman-000002","2024-05-06 20:48:56.785","Barman-000002","polluted Label(Activity)","prepare drinks"
11,"Prepare main course","2024-05-06 20:55:46.162","Cook-000003","","Prepare main course"
11,"Bring drinks_ebanNuOG_Barman-000001","2024-05-06 21:06:31.469","Barman-000001","polluted Label(Activity)","Bring drinks"
11,"Review drinks_uTbyRgKr_Waiter-000001","2024-05-06 21:07:36.392","Waiter-000001","polluted Label(Activity)","Review drinks"
11,"Signal food complete_byBcDsaj_Cook-000003","2024-05-06 21:08:26.519","Cook-000003","polluted Label(Activity)","Signal food complete"
11,"Bring food_fCcWRXqV_Cook helper-000002","2024-05-06 21:50:38.153","Cook helper-000002","polluted Label(Activity)","Bring food"
11,"Deliver to customer","2024-05-06 21:52:27.104","Waiter-000005","","Deliver to customer"
11,"EVENT 8 END","2024-05-06 21:52:55.967","","","EVENT 8 END"
12,"Take order_CMGXrEeD_Waiter-000005","2024-05-06 21:00:00.000","Waiter-000005","polluted Label(Activity)","Take order"
12,"start_QknKnnWZ_nan","2024-05-06 21:00:00.000","","polluted Label(Activity)","start"
12,"Review order_iUCcEHbN_Waiter-000003","2024-05-06 21:00:54.933","Waiter-000003","polluted Label(Activity)","Review order"
12,"prepare drinks","2024-05-06 21:01:31.654","Barman-000003","","prepare drinks"
12,"Prepare main course_IyCCQrQe_Cook-000002","2024-05-06 21:07:06.622","Cook-000002","polluted Label(Activity)","Prepare main course"
12,"Bring drinks","2024-05-06 21:14:58.877","Barman-000002","","Bring drinks"
12,"Review drinks_qbMaUkvd_Waiter-000004","2024-05-06 21:17:57.534","Waiter-000004","polluted Label(Activity)","Review drinks"
12,"prepare drinks_qucNKsRe_Barman-000003","2024-05-06 21:18:33.791","Barman-000003","polluted Label(Activity)","prepare drinks"
12,"Signal food complete","2024-05-06 21:19:39.650","Cook-000002","","Signal food complete"
12,"Bring drinks_bPjusgsj_Barman-000001","2024-05-06 21:23:01.198","Barman-000001","polluted Label(Activity)","Bring drinks"
12,"Bring food","2024-05-06 21:23:02.711","Cook helper-000003","","Bring food"
12,"Review drinks_cSPSnHeQ_Waiter-000004","2024-05-06 21:38:19.096","Waiter-000004","polluted Label(Activity)","Review drinks"
12,"Deliver to customer","2024-05-06 21:39:34.892","Waiter-000005","","Deliver to customer"
12,"EVENT 8 END_tiChjVHm_nan","2024-05-06 21:40:05.182","","polluted Label(Activity)","EVENT 8 END"
13,"Take order_TGXzUJcm_Waiter-000005","2024-05-06 21:15:00.000","Waiter-000005","polluted Label(Activity)","Take order"
13,"start","2024-05-06 21:15:00.000","","","start"
13,"Review order","2024-05-06 21:15:07.729","Waiter-000003","","Review order"
13,"prepare drinks","2024-05-06 21:17:42.504","Barman-000001","","prepare drinks"
13,"Prepare main course_tbwVrmhA_Cook-000002","2024-05-06 21:18:58.486","Cook-000002","polluted Label(Activity)","Prepare main course"
13,"Bring drinks","2024-05-06 21:21:46.446","Barman-000002","","Bring drinks"
13,"Signal food complete","2024-05-06 21:23:02.711","Cook-000002","","Signal food complete"
13,"Review drinks","2024-05-06 21:32:28.342","Waiter-000002","","Review drinks"
13,"Bring food","2024-05-06 22:21:02.434","Cook helper-000003","","Bring food"
13,"Deliver to customer_uWLFirvE_Waiter-000002","2024-05-06 22:32:42.832","Waiter-000002","polluted Label(Activity)","Deliver to customer"
13,"EVENT 8 END","2024-05-06 22:33:01.508","","","EVENT 8 END"
14,"Take order_NkXjEpGp_Waiter-000005","2024-05-06 21:30:00.000","Waiter-000005","polluted Label(Activity)","Take order"
14,"start_wJnLsgFi_nan","2024-05-06 21:30:00.000","","polluted Label(Activity)","start"
14,"Review order_wudKJOCC_Waiter-000003","2024-05-06 21:32:44.152","Waiter-000003","polluted Label(Activity)","Review order"
14,"Prepare starter_iklBQsTM_Cook helper-000001","2024-05-06 21:33:36.566","Cook helper-000001","polluted Label(Activity)","Prepare starter"
14,"prepare drinks_LrgYSvSU_Barman-000003","2024-05-06 21:33:36.566","Barman-000003","polluted Label(Activity)","prepare drinks"
14,"Bring drinks_rArKVZMp_Barman-000002","2024-05-06 21:36:01.242","Barman-000002","polluted Label(Activity)","Bring drinks"
14,"Review drinks_TZsXAYZQ_Waiter-000001","2024-05-06 21:38:23.082","Waiter-000001","polluted Label(Activity)","Review drinks"
14,"Signal food complete","2024-05-06 21:50:38.153","Cook-000003","","Signal food complete"
14,"Bring food","2024-05-06 22:04:41.356","Cook helper-000001","","Bring food"
14,"Deliver to customer","2024-05-06 22:11:26.879","Waiter-000004","","Deliver to customer"
14,"EVENT 8 END","2024-05-06 22:11:30.901","","","EVENT 8 END"
16,"Take order","2024-05-06 22:00:00.000","Waiter-000002","","Take order"
16,"start","2024-05-06 22:00:00.000","","","start"
16,"Review order","2024-05-06 22:01:39.892","Waiter-000003","","Review order"
16,"prepare drinks_RzHyjCiS_Barman-000002","2024-05-06 22:01:52.609","Barman-000002","polluted Label(Activity)","prepare drinks"
16,"Prepare main course","2024-05-06 22:04:41.356","Cook-000003","","Prepare main course"
16,"Bring drinks_lfhQhSQh_Barman-000003","2024-05-06 22:07:06.853","Barman-000003","polluted Label(Activity)","Bring drinks"
16,"Review drinks","2024-05-06 22:13:15.226","Waiter-000005","","Review drinks"
16,"prepare drinks","2024-05-06 22:13:28.618","Barman-000001","","prepare drinks"
16,"Bring drinks_lzXAreDl_Barman-000003","2024-05-06 22:19:26.861","Barman-000003","polluted Label(Activity)","Bring drinks"
16,"Signal food complete","2024-05-06 22:27:58.644","Cook-000001","","Signal food complete"
16,"Review drinks_stgOuAyI_Waiter-000005","2024-05-06 22:50:01.585","Waiter-000005","polluted Label(Activity)","Review drinks"
16,"Bring food","2024-05-06 23:04:03.859","Cook helper-000003","","Bring food"
16,"Deliver to customer_ypxrmjXz_Waiter-000004","2024-05-06 23:04:05.187","Waiter-000004","polluted Label(Activity)","Deliver to customer"
16,"EVENT 8 END_ftuAYYDG_nan","2024-05-06 23:05:18.408","","polluted Label(Activity)","EVENT 8 END"
17,"Take order_JAzqJeqU_Waiter-000001","2024-05-06 22:15:00.000","Waiter-000001","polluted Label(Activity)","Take order"
17,"start_lYZDcekq_nan","2024-05-06 22:15:00.000","","polluted Label(Activity)","start"
17,"Review order","2024-05-06 22:18:17.816","Waiter-000002","","Review order"
17,"Prepare starter","2024-05-06 22:18:27.728","Cook helper-000002","","Prepare starter"
17,"prepare drinks_djmWtPwt_Barman-000002","2024-05-06 22:18:27.728","Barman-000002","polluted Label(Activity)","prepare drinks"
17,"Bring drinks","2024-05-06 22:20:05.368","Barman-000001","","Bring drinks"
17,"Prepare main course_EeXLoKGI_Cook-000002","2024-05-06 22:21:02.434","Cook-000002","polluted Label(Activity)","Prepare main course"
17,"Review drinks","2024-05-06 22:23:30.646","Waiter-000003","","Review drinks"
17,"Signal food complete_gUyxrvtD_Cook-000002","2024-05-06 22:24:00.774","Cook-000002","polluted Label(Activity)","Signal food complete"
17,"prepare drinks_rQmmyWbL_Barman-000002","2024-05-06 22:24:10.802","Barman-000002","polluted Label(Activity)","prepare drinks"
17,"Bring drinks","2024-05-06 22:27:53.879","Barman-000001","","Bring drinks"
17,"Bring food_oHFWYBep_Cook helper-000002","2024-05-06 22:38:55.367","Cook helper-000002","polluted Label(Activity)","Bring food"
17,"Review drinks_AJXibTPN_Waiter-000003","2024-05-06 22:43:38.259","Waiter-000003","polluted Label(Activity)","Review drinks"
17,"prepare drinks_yJvjuOPX_Barman-000001","2024-05-06 22:44:19.303","Barman-000001","polluted Label(Activity)","prepare drinks"
17,"Bring drinks_UJBLjWLE_Barman-000001","2024-05-06 22:44:19.516","Barman-000001","polluted Label(Activity)","Bring drinks"
17,"Review drinks_wGGUDlwm_Waiter-000005","2024-05-06 22:45:06.174","Waiter-000005","polluted Label(Activity)","Review drinks"
17,"Deliver to customer","2024-05-06 22:48:22.455","Waiter-000003","","Deliver to customer"
17,"EVENT 8 END","2024-05-06 22:49:12.192","","","EVENT 8 END"
18,"Take order_rJiCswwI_Waiter-000005","2024-05-06 22:30:00.000","Waiter-000005","polluted Label(Activity)","Take order"
18,"start_RyhNNXuy_nan","2024-05-06 22:30:00.000","","polluted Label(Activity)","start"
18,"Review order","2024-05-06 22:31:25.044","Waiter-000001","","Review order"
18,"Prepare main course","2024-05-06 22:35:16.569","Cook-000003","","Prepare main course"
18,"prepare drinks_BeYzavNq_Barman-000002","2024-05-06 22:35:16.569","Barman-000002","polluted Label(Activity)","prepare drinks"
18,"Signal food complete_MNmYbSAh_Cook-000003","2024-05-06 22:37:13.341","Cook-000003","polluted Label(Activity)","Signal food complete"
18,"Bring drinks_nEoRltAr_Barman-000002","2024-05-06 22:43:24.354","Barman-000002","polluted Label(Activity)","Bring drinks"
18,"Review drinks","2024-05-06 22:45:51.776","Waiter-000002","","Review drinks"
18,"prepare drinks","2024-05-06 22:49:21.605","Barman-000002","","prepare drinks"
18,"Bring drinks_Ugwbotrt_Barman-000002","2024-05-06 22:49:37.255","Barman-000002","polluted Label(Activity)","Bring drinks"
18,"Review drinks","2024-05-06 22:53:49.108","Waiter-000004","","Review drinks"
18,"prepare drinks","2024-05-06 22:53:52.637","Barman-000003","","prepare drinks"
18,"Bring drinks_dDBSEzBO_Barman-000001","2024-05-06 23:01:16.851","Barman-000001","polluted Label(Activity)","Bring drinks"
18,"Review drinks","2024-05-06 23:02:20.635","Waiter-000002","","Review drinks"
18,"Bring food_MsnYsZSl_Cook helper-000002","2024-05-07 00:49:26.658","Cook helper-000002","polluted Label(Activity)","Bring food"
18,"Deliver to customer","2024-05-07 00:50:22.590","Waiter-000003","","Deliver to customer"
18,"EVENT 8 END","2024-05-07 00:52:51.532","","","EVENT 8 END"
20,"Take order","2024-05-06 23:00:00.000","Waiter-000003","","Take order"
20,"start","2024-05-06 23:00:00.000","","","start"
20,"Review order","2024-05-06 23:03:47.094","Waiter-000005","","Review order"
20,"Prepare main course","2024-05-06 23:06:23.195","Cook-000001","","Prepare main course"
20,"Prepare starter_qQzxgtBm_Cook helper-000002","2024-05-06 23:06:23.195","Cook helper-000002","polluted Label(Activity)","Prepare starter"
20,"prepare drinks_QtmqQVXa_Barman-000003","2024-05-06 23:06:23.195","Barman-000003","polluted Label(Activity)","prepare drinks"
20,"Bring drinks_NBgmovyW_Barman-000001","2024-05-06 23:09:15.304","Barman-000001","polluted Label(Activity)","Bring drinks"
20,"Review drinks","2024-05-06 23:14:46.763","Waiter-000002","","Review drinks"
20,"prepare drinks","2024-05-06 23:15:22.781","Barman-000002","","prepare drinks"
20,"Bring drinks","2024-05-06 23:19:45.326","Barman-000003","","Bring drinks"
20,"Review drinks_TPMLPSdi_Waiter-000004","2024-05-06 23:22:43.189","Waiter-000004","polluted Label(Activity)","Review drinks"
20,"prepare drinks","2024-05-06 23:23:48.832","Barman-000001","","prepare drinks"
20,"Bring drinks_eYZMxovr_Barman-000003","2024-05-06 23:31:48.660","Barman-000003","polluted Label(Activity)","Bring drinks"
20,"Review drinks","2024-05-06 23:32:22.831","Waiter-000002","","Review drinks"
20,"Signal food complete_AdxxONgG_Cook-000001","2024-05-06 23:50:55.024","Cook-000001","polluted Label(Activity)","Signal food complete"
20,"Bring food","2024-05-06 23:53:21.674","Cook helper-000003","","Bring food"
20,"Deliver to customer_gyMRkuyw_Waiter-000003","2024-05-06 23:56:29.231","Waiter-000003","polluted Label(Activity)","Deliver to customer"
20,"EVENT 8 END_ypQVsHtE_nan","2024-05-06 23:56:57.902","","polluted Label(Activity)","EVENT 8 END"
21,"Take order_KAJNRjlA_Waiter-000003","2024-05-06 23:15:00.000","Waiter-000003","polluted Label(Activity)","Take order"
21,"start","2024-05-06 23:15:00.000","","","start"
21,"Review order","2024-05-06 23:23:54.205","Waiter-000001","","Review order"
21,"Prepare starter","2024-05-06 23:24:28.828","Cook helper-000001","","Prepare starter"
21,"prepare drinks_jjYsQaZa_Barman-000002","2024-05-06 23:24:28.828","Barman-000002","polluted Label(Activity)","prepare drinks"
21,"Prepare main course_FWRqQuzs_Cook-000001","2024-05-06 23:28:10.639","Cook-000001","polluted Label(Activity)","Prepare main course"
21,"Bring drinks","2024-05-06 23:35:41.397","Barman-000003","","Bring drinks"
21,"Review drinks_kVkjjIFA_Waiter-000003","2024-05-06 23:37:39.341","Waiter-000003","polluted Label(Activity)","Review drinks"
21,"Signal food complete_EWSVcUbH_Cook-000002","2024-05-07 00:05:51.169","Cook-000002","polluted Label(Activity)","Signal food complete"
21,"Bring food_WAvrVWGL_Cook helper-000001","2024-05-07 00:11:39.543","Cook helper-000001","polluted Label(Activity)","Bring food"
21,"Deliver to customer","2024-05-07 00:18:09.360","Waiter-000002","","Deliver to customer"
21,"EVENT 8 END","2024-05-07 00:19:02.441","","","EVENT 8 END"
27,"Take order","2024-05-07 00:45:00.000","Waiter-000002","","Take order"
27,"start_ORMzJfNn_nan","2024-05-07 00:45:00.000","","polluted Label(Activity)","start"
27,"Review order","2024-05-07 00:49:21.662","Waiter-000005","","Review order"
27,"Prepare starter","2024-05-07 00:50:05.575","Cook helper-000001","","Prepare starter"
27,"prepare drinks_uEZcvVbF_Barman-000002","2024-05-07 00:50:05.575","Barman-000002","polluted Label(Activity)","prepare drinks"
27,"Bring drinks_uDKvUXZc_Barman-000001","2024-05-07 00:50:33.504","Barman-000001","polluted Label(Activity)","Bring drinks"
27,"Review drinks","2024-05-07 00:52:47.015","Waiter-000001","","Review drinks"
27,"prepare drinks","2024-05-07 00:56:56.744","Barman-000003","","prepare drinks"
27,"Prepare main course","2024-05-07 00:57:15.158","Cook-000002","","Prepare main course"
27,"Bring drinks_rMqhEdtn_Barman-000002","2024-05-07 01:08:03.120","Barman-000002","polluted Label(Activity)","Bring drinks"
27,"Review drinks_rzBeqtuy_Waiter-000001","2024-05-07 01:10:01.184","Waiter-000001","polluted Label(Activity)","Review drinks"
27,"Signal food complete_wdlHRAhd_Cook-000003","2024-05-07 01:23:38.710","Cook-000003","polluted Label(Activity)","Signal food complete"
27,"Bring food","2024-05-07 01:24:49.463","Cook helper-000001","","Bring food"
27,"Deliver to customer_LuQMVyrO_Waiter-000004","2024-05-07 01:25:13.870","Waiter-000004","polluted Label(Activity)","Deliver to customer"
27,"EVENT 8 END_btYrAmef_nan","2024-05-07 01:32:04.645","","polluted Label(Activity)","EVENT 8 END"
28,"Take order_wGCAfcsX_Waiter-000005","2024-05-07 01:00:00.000","Waiter-000005","polluted Label(Activity)","Take order"
