Case,Activity,Timestamp,Resource,Event,label
2797217,creating environmental permit decision,2010-10-25 22:23:50.000,560872,8316,
2797217,registrer date of publishing received request,2010-10-27 07:00:02.000,560872,8322,
2802160,register submission date request,2010-10-13 07:00:01.000,560912,8330,
2802160,enter senddate procedure confirmation,2010-10-18 07:00:01.000,560912,8331,
2802160,enter senddate procedure confirmation,2010-10-19 07:00:02.000,560890,8339,
2802160,registrer date of publishing received request,2010-10-27 07:00:03.000,560912,8340,
2802160,enter senddate retrieve missing data,2010-11-18 08:00:03.000,560890,8341,
2814003,register submission date request,2010-10-19 07:00:03.000,560912,8351,
2814003,enter senddate procedure confirmation,2010-11-01 08:00:01.000,560912,8352,
2814003,enter senddate procedure confirmation,2010-11-01 08:00:02.000,560912,8353,
2814003,registrer date of publishing received request,2010-11-03 08:00:01.000,560912,8354,
2814003,request complete,2010-11-08 19:29:03.000,560912,8369,
2814003,phase advice known,2010-11-08 19:29:58.000,560912,8376,
2814003,enter date publication decision environmental permit,2010-11-17 08:00:01.000,560912,8388,
2817543,enter senddate procedure confirmation,2010-10-25 07:00:01.000,560872,8394,
2817543,enter senddate procedure confirmation,2010-12-07 08:00:03.000,560872,8408,
2817543,enter senddate retrieve missing data,2010-12-07 08:00:04.000,560872,8407,
2817543,request complete,2011-03-04 20:31:48.000,560872,8428,
2817543,phase advice known,2011-03-04 20:32:16.000,560872,8434,
2817543,grounds for refusal,2011-03-04 20:32:19.000,560872,8436,
2817543,phase concept draft decision ready,2011-03-04 20:32:24.000,560872,8438,
2817543,publish official draft decision,2011-03-04 20:36:07.000,560872,8445,
2817543,enter date draft decisionenvironmental permit,2011-03-08 08:00:01.000,560872,8449,
2817543,creating environmental permit decision,2011-05-12 18:40:32.000,560462,8456,
2824783,register submission date request,2010-10-27 07:00:04.000,560925,8466,
2824783,send confirmation receipt,2011-07-08 17:54:09.000,2670601,8469,
2825088,register submission date request,2010-10-26 07:00:01.000,560925,8473,
2825088,send confirmation receipt,2012-03-29 17:35:30.000,2670601,8476,
2825088,send procedure confirmation,2012-03-29 17:35:41.000,2670601,8480,
2830183,register submission date request,2010-10-22 07:00:01.000,560925,8487,
2830183,request complete,2010-12-09 00:45:33.000,560881,8502,
2830183,phase advice known,2010-12-09 00:45:50.000,560881,8508,
2830183,creating environmental permit decision,2010-12-14 20:22:13.000,560890,8518,
2831567,register submission date request,2010-10-25 07:00:02.000,560912,8522,
2831567,enter senddate procedure confirmation,2010-11-02 08:00:01.000,560912,8523,
2831567,registrer date of publishing received request,2010-11-10 08:00:01.000,560912,8530,
2831567,register date environmental permit decision,2010-12-06 08:00:04.000,560890,8531,
2831567,enter senddate procedure confirmation,2010-12-07 08:00:05.000,560881,8532,
2831567,request complete,2010-12-07 19:26:44.000,560881,8538,
2831567,phase advice known,2010-12-07 19:27:07.000,560881,8545,
2831567,creating environmental permit decision,2010-12-07 20:59:28.000,560890,8553,
2831567,enter date publication decision environmental permit,2010-12-15 08:00:02.000,560890,8559,
2832460,register submission date request,2010-11-01 08:00:03.000,560912,8560,
2832460,enter senddate procedure confirmation,2010-11-02 08:00:02.000,560912,8561,
2832460,registrer date of publishing received request,2010-11-10 08:00:02.000,560912,8568,
2832460,request complete,2011-01-26 02:59:40.000,2670601,8584,
2832460,phase advice known,2011-01-26 03:01:00.000,2670601,8590,
2832460,register date environmental permit decision,2011-02-01 08:00:01.000,560890,8596,
2832460,decision extension procedure term irrevocable,2011-02-01 23:18:04.000,560890,8600,
2833073,register submission date request,2010-10-25 07:00:03.000,560912,8607,
2833073,enter senddate procedure confirmation,2010-11-02 08:00:03.000,560912,8608,
2833073,registrer date of publishing received request,2010-11-10 08:00:03.000,560912,8615,
2833073,enter senddate procedure confirmation,2010-12-08 08:00:01.000,560881,8616,
2833073,request complete,2010-12-09 01:10:24.000,560881,8622,
2838476,register submission date request,2010-10-26 07:00:02.000,560925,8642,
2838476,enter senddate procedure confirmation,2010-11-04 08:00:01.000,560925,8643,
2838476,registrer date of publishing received request,2010-11-17 08:00:02.000,560925,8653,
2838476,request complete,2010-12-13 21:05:08.000,2670601,8660,
2838476,phase advice known,2010-12-13 21:05:25.000,2670601,8667,
2838476,creating environmental permit decision,2010-12-14 21:07:28.000,560890,8672,
2838476,register date environmental permit decision,2010-12-16 08:00:01.000,560890,8676,
2839858,register submission date request,2010-11-02 08:00:04.000,560925,8677,
2839858,enter senddate procedure confirmation,2010-11-04 08:00:02.000,560925,8678,
2839858,registrer date of publishing received request,2010-11-17 08:00:03.000,560925,8689,
2839858,request complete,2010-11-29 19:38:14.000,560872,8694,
2839858,phase advice known,2010-11-29 19:38:47.000,560872,8701,
2839858,creating environmental permit decision,2010-11-29 19:39:11.000,560872,8706,
2839858,enter senddate procedure confirmation,2010-11-30 08:00:01.000,560872,8711,
2839858,register date environmental permit decision,2010-11-30 08:00:02.000,560872,8712,
2839858,enter senddate decision environmental permit,2010-12-06 08:00:05.000,560872,8713,
2839858,enter date publication decision environmental permit,2010-12-08 08:00:02.000,560872,8714,
2839858,set phase: phase permitting irrevocable,2011-01-21 17:09:21.000,560872,8716,
2840219,register submission date request,2010-11-02 08:00:05.000,560925,8718,
2840219,enter senddate procedure confirmation,2010-11-04 08:00:03.000,560925,8719,
2840219,registrer date of publishing received request,2010-11-17 08:00:04.000,560925,8728,
2840219,request complete,2010-11-26 00:11:35.000,560872,8735,
2840219,phase advice known,2010-11-26 00:11:51.000,560872,8741,
2840219,creating environmental permit decision,2010-11-26 00:12:12.000,560872,8747,
2840219,register date environmental permit decision,2010-11-30 08:00:03.000,560872,8752,
2840219,enter senddate decision environmental permit,2010-12-06 08:00:06.000,560872,8753,
2840219,enter senddate procedure confirmation,2010-12-06 08:00:07.000,560872,8754,
2840219,enter date publication decision environmental permit,2010-12-08 08:00:03.000,560872,8755,
2840219,set phase: phase permitting irrevocable,2011-01-21 17:13:11.000,560872,8757,
2840553,register submission date request,2010-11-02 08:00:06.000,560925,8759,
2840553,enter senddate procedure confirmation,2010-11-04 08:00:04.000,560925,8760,
2840553,registrer date of publishing received request,2010-11-17 08:00:05.000,560925,8769,
2840553,request complete,2010-11-25 20:53:44.000,560872,8776,
2840553,phase advice known,2010-11-25 20:54:02.000,560872,8783,
2840553,creating environmental permit decision,2010-11-25 20:54:50.000,560872,8788,
2840553,register date environmental permit decision,2010-11-30 08:00:04.000,560872,8793,
2840553,enter senddate decision environmental permit,2010-12-06 08:00:08.000,560872,8794,
2840553,enter senddate procedure confirmation,2010-12-06 08:00:09.000,560872,8795,
2840553,enter date publication decision environmental permit,2010-12-08 08:00:04.000,560872,8796,
2846764,register submission date request,2010-11-03 08:00:02.000,560872,8800,
2846764,registrer date of publishing received request,2010-11-17 08:00:06.000,560872,8813,
2846764,request complete,2010-12-21 20:04:53.000,560881,8818,
2846764,phase advice known,2011-01-21 19:29:00.000,560890,8826,
2847199,register submission date request,2010-11-03 08:00:03.000,560872,8842,
2847199,enter senddate procedure confirmation,2010-11-08 08:00:01.000,560872,8843,
2847199,enter senddate procedure confirmation,2010-11-08 08:00:02.000,560872,8844,
2847199,registrer date of publishing received request,2010-11-17 08:00:07.000,560872,8859,
2847199,phase advice known,2010-11-23 21:39:37.000,560890,8867,
2847199,enter senddate decision environmental permit,2010-11-26 08:00:01.000,560890,8878,
2847603,register submission date request,2010-11-02 08:00:07.000,560912,8880,
2847603,enter senddate procedure confirmation,2010-11-08 08:00:03.000,560912,8881,
2847603,registrer date of publishing received request,2010-11-17 08:00:08.000,560912,8888,
2847603,enter senddate procedure confirmation,2010-12-08 08:00:05.000,560881,8889,
2847603,enter date decision procedure term extension,2010-12-23 08:00:01.000,560890,8900,
2847603,enter senddate decision procedure term extension,2010-12-23 08:00:02.000,560890,8901,
2847603,extend procedure term,2010-12-23 19:20:54.000,560890,8902,
2847603,grounds for refusal,2011-05-17 21:00:25.000,3273854,8916,
2847603,suspension ground applicable,2011-05-17 21:00:26.000,3273854,8918,
2847603,by law,2011-05-17 21:00:27.000,3273854,8919,
2847603,creating environmental permit decision,2011-05-17 21:00:28.000,3273854,8920,
2847603,enter senddate decision environmental permit,2011-05-18 07:00:01.000,560890,8925,
2848063,register submission date request,2010-11-04 08:00:05.000,560872,8927,
2848063,enter senddate procedure confirmation,2010-11-08 08:00:04.000,560872,8928,
2848063,enter senddate procedure confirmation,2010-11-10 08:00:04.000,560890,8935,
2848063,registrer date of publishing received request,2010-11-17 08:00:09.000,560872,8936,
2848063,request complete,2010-12-24 20:25:12.000,560890,8943,
2848063,phase advice known,2010-12-24 20:25:46.000,560890,8952,
2848063,creating environmental permit decision,2010-12-24 20:26:01.000,560890,8958,
2851738,register submission date request,2010-11-04 08:00:06.000,560912,8965,
2851738,enter senddate procedure confirmation,2010-11-09 08:00:01.000,560912,8966,
2851738,registrer date of publishing received request,2010-11-17 08:00:10.000,560912,8973,
2851738,enter senddate procedure confirmation,2010-12-21 08:00:01.000,1898401,8978,
2851738,request complete,2010-12-21 22:25:43.000,1898401,8984,
2851738,phase advice known,2011-01-26 20:22:02.000,560881,8991,
2851738,register date environmental permit decision,2011-03-08 08:00:02.000,560890,9005,
2852274,register submission date request,2010-11-04 08:00:07.000,560912,9012,
2852274,enter senddate procedure confirmation,2010-11-09 08:00:02.000,560912,9013,
2852274,registrer date of publishing received request,2010-11-17 08:00:11.000,560912,9020,
2854000,enter senddate procedure confirmation,2010-11-09 08:00:03.000,560881,9022,
2854000,enter senddate procedure confirmation,2010-11-09 08:00:04.000,560912,9023,
2854000,registrer date of publishing received request,2010-11-17 08:00:12.000,560912,9030,
2854000,enter senddate retrieve missing data,2010-12-07 08:00:06.000,560881,9039,
2857143,register submission date request,2010-11-09 08:00:05.000,560925,9043,
2857143,registrer date of publishing received request,2010-11-24 08:00:03.000,560872,9051,
2857143,enter senddate procedure confirmation,2010-12-08 08:00:06.000,560881,9052,
2857143,request complete,2010-12-08 22:51:02.000,560881,9058,
2857143,phase advice known,2010-12-14 17:20:43.000,560890,9067,
2857143,register date environmental permit decision,2010-12-16 08:00:02.000,560890,9077,
2866083,register submission date request,2010-11-11 08:00:01.000,560872,9078,
2866083,enter senddate procedure confirmation,2010-11-18 08:00:04.000,560881,9079,
2866083,enter senddate procedure confirmation,2010-11-18 08:00:05.000,560872,9080,
2866083,registrer date of publishing received request,2010-12-01 08:00:01.000,560872,9087,
2866083,request complete,2010-12-06 21:02:18.000,560881,9093,
2866083,enter date termination request received,2011-01-05 08:00:01.000,560912,9095,
2866083,enter senddate confirmation request,2011-01-25 08:00:01.000,560912,9100,
2868276,enter senddate procedure confirmation,2010-11-18 08:00:06.000,560872,9102,
2868276,registrer date of publishing received request,2010-12-01 08:00:02.000,560872,9109,
2868276,register date environmental permit decision,2010-12-06 08:00:10.000,560890,9110,
2868276,enter senddate procedure confirmation,2010-12-07 08:00:07.000,560881,9111,
2868276,request complete,2010-12-07 18:37:59.000,560881,9117,
2868276,creating environmental permit decision,2010-12-07 19:47:04.000,560890,9132,
2868276,enter senddate decision environmental permit,2010-12-10 08:00:01.000,560890,9137,
2868276,enter date publication decision environmental permit,2010-12-15 08:00:03.000,560890,9138,
2868714,register submission date request,2010-11-15 08:00:01.000,560872,9139,
2868714,enter senddate procedure confirmation,2010-11-18 08:00:07.000,560872,9140,
2868714,enter senddate procedure confirmation,2010-11-18 08:00:08.000,560881,9141,
2868714,registrer date of publishing received request,2010-12-01 08:00:03.000,560872,9148,
2868714,enter senddate procedure confirmation,2010-12-06 08:00:11.000,560890,9149,
2868714,enter senddate retrieve missing data,2010-12-06 08:00:12.000,560881,9150,
2868714,enter receipt of additional data,2010-12-29 08:00:01.000,560912,9159,
2868714,request complete,2011-01-18 22:57:17.000,560890,9170,
2868714,phase advice known,2011-01-18 22:59:56.000,560890,9177,
2871542,register submission date request,2010-11-16 08:00:01.000,560872,9190,
2871542,enter senddate acknowledgement,2010-11-22 08:00:01.000,560872,9191,
2871542,registrer date of publishing received request,2010-12-01 08:00:04.000,560872,9192,
2871542,request complete,2011-03-07 17:38:46.000,560872,9215,
2871542,phase advice known,2011-03-07 17:39:09.000,560872,9224,
2871542,create draft environtmental permit,2011-03-07 17:39:10.000,560872,9226,
2871542,grounds for refusal,2011-03-07 17:39:11.000,560872,9225,
2871542,generate draft decision environmental permit,2011-03-07 17:39:12.000,560872,9227,
2871542,phase concept draft decision ready,2011-03-07 17:39:13.000,560872,9228,
2871542,publish official draft decision,2011-03-07 17:39:53.000,560872,9233,
2871542,enter date advice on treatment of environmental permit,2011-03-08 08:00:03.000,560872,9236,
2871542,enter date draft decisionenvironmental permit,2011-03-08 08:00:04.000,560872,9237,
2871542,date draft decision for inspection,2011-03-16 08:00:01.000,560872,9238,
2871542,publication date draft decision,2011-03-16 08:00:02.000,560872,9239,
2871542,suspension ground applicable,2011-03-28 19:23:57.000,560872,9247,
2871542,set phase: phase permitting irrevocable,2011-05-13 18:24:24.000,560872,9256,
2872584,register submission date request,2010-11-17 08:00:13.000,560872,9258,
2872584,enter senddate acknowledgement,2010-11-22 08:00:02.000,560872,9259,
2872584,registrer date of publishing received request,2010-12-01 08:00:05.000,560872,9264,
2872584,enter senddate confirmation request,2010-12-06 08:00:13.000,560872,9266,
2872584,enter senddate procedure confirmation,2010-12-06 08:00:14.000,560872,9267,
2872584,register date decision terminate on request,2010-12-06 08:00:15.000,560872,9268,
2872584,stop process after terminate on request,2010-12-07 00:40:41.000,560872,9279,
2873491,register submission date request,2010-11-16 08:00:02.000,560925,9283,
2873491,enter senddate acknowledgement,2010-11-22 08:00:03.000,560925,9286,
2873491,enter senddate letter to competent authority,2010-11-22 08:00:04.000,560925,9284,
2873491,enter senddate letter to stakeholders,2010-11-22 08:00:05.000,560925,9285,
2874224,register submission date request,2010-11-18 08:00:09.000,560925,9295,
2874224,enter senddate acknowledgement,2010-11-23 08:00:01.000,560912,9296,
2874224,enter senddate procedure confirmation,2010-11-24 08:00:04.000,2670601,9299,
2874224,enter senddate procedure confirmation,2010-11-24 08:00:05.000,2670601,9300,
2874224,enter senddate procedure confirmation,2010-11-24 08:00:06.000,560912,9301,
2874224,registrer date of publishing received request,2010-12-01 08:00:06.000,560912,9307,
2874224,enter senddate retrieve missing data,2010-12-21 08:00:02.000,2670601,9308,
2874224,enter receipt of additional data,2010-12-24 08:00:01.000,2670601,9311,
2875758,enter senddate acknowledgement,2010-11-23 08:00:02.000,560925,9335,
2875758,enter senddate procedure confirmation,2010-11-25 08:00:01.000,560925,9338,
2875758,enter senddate procedure confirmation,2010-11-25 08:00:02.000,560894,9339,
2875758,registrer date of publishing received request,2010-12-01 08:00:07.000,560894,9344,
2875758,request complete,2011-01-11 21:54:59.000,560894,9354,
2875758,phase advice known,2011-01-11 21:55:39.000,560894,9361,
2875758,creating environmental permit decision,2011-01-11 21:56:06.000,560894,9366,
2875758,register date environmental permit decision,2011-01-13 08:00:01.000,560894,9371,
2875758,enter date publication decision environmental permit,2011-01-19 08:00:01.000,560894,9373,
2876753,enter senddate acknowledgement,2010-11-23 08:00:03.000,560872,9374,
2876753,register submission date request,2010-11-23 08:00:04.000,560925,9375,
2879904,register submission date request,2010-11-18 08:00:10.000,560912,9380,
2879904,enter senddate procedure confirmation,2011-01-19 08:00:02.000,560912,9381,
2879904,registrer date of publishing received request,2011-01-26 08:00:01.000,560912,9388,
2883285,register submission date request,2010-10-19 07:00:04.000,560872,9389,
2883285,register date environmental permit decision,2010-11-09 08:00:06.000,560872,9391,
2883285,enter senddate decision environmental permit,2010-11-15 08:00:02.000,560872,9392,
2883285,enter senddate procedure confirmation,2010-11-15 08:00:03.000,560872,9393,
2883285,enter date publication decision environmental permit,2010-11-17 08:00:14.000,560872,9394,
2883285,registrer date of publishing received request,2010-11-17 08:00:15.000,560872,9395,
2883285,phase advice known,2010-11-25 20:41:25.000,560872,9417,
2883285,creating environmental permit decision,2011-01-07 19:38:10.000,560872,9422,
2883285,set phase: phase permitting irrevocable,2011-01-07 19:42:21.000,560872,9429,
2884070,enter senddate decision procedure term extension,2011-03-29 07:00:01.000,3273854,9437,
2884070,enter senddate procedure confirmation,2011-03-29 07:00:02.000,3273854,9439,
2884070,register number of days extension period,2011-03-29 22:31:50.000,3273854,9442,
2884070,request complete,2011-05-12 18:04:54.000,3273854,9455,
2884070,phase advice known,2011-05-12 18:07:05.000,3273854,9464,
2884070,grounds for refusal,2011-05-12 18:07:07.000,3273854,9465,
2884070,creating environmental permit decision,2011-05-12 18:10:00.000,3273854,9469,
2884070,enter senddate decision environmental permit,2011-05-13 07:00:01.000,560890,9471,
2884070,register date environmental permit decision,2011-05-13 07:00:02.000,560890,9470,
2884070,enter date publication decision environmental permit,2011-05-25 07:00:01.000,560890,9475,
2887729,register submission date request,2010-11-23 08:00:05.000,560925,9476,
2887729,enter senddate acknowledgement,2010-11-29 08:00:01.000,560925,9477,
2887729,registrer date of publishing received request,2011-01-05 08:00:02.000,3273854,9478,
2887729,activities regular procedure,2011-10-28 18:03:17.000,560890,9486,
2887729,detailed procedure applies,2011-10-28 18:03:18.000,560890,9487,
2887729,forward to the competent authority,2011-10-28 18:03:19.000,560890,9483,
2887729,phase application received,2011-10-28 18:03:20.000,560890,9489,
2887729,reception through OLO,2011-10-28 18:03:21.000,560890,9482,
2887729,registrer date of publishing received request,2011-10-28 18:03:22.000,560890,9491,
2887729,regular procedure without MER,2011-10-28 18:03:23.000,560890,9484,
2887729,send confirmation receipt,2011-10-28 18:03:24.000,560890,9493,
2887729,send procedure confirmation,2011-10-28 18:03:25.000,560890,9488,
2887729,subcases completeness completed,2011-10-28 18:03:26.000,560890,9492,
2887729,treat subcases completeness,2011-10-28 18:03:27.000,560890,9490,
2887729,WAW permit aspect,2011-10-28 18:03:28.000,560890,9498,
2887729,applicant is stakeholder,2011-10-28 18:03:29.000,560890,9494,
2887729,article 34  WABO applies,2011-10-28 18:03:30.000,560890,9499,
2887729,assessment of content completed,2011-10-28 18:03:31.000,560890,9505,
2887729,completed subcases content,2011-10-28 18:03:32.000,560890,9502,
2887729,create draft environtmental permit,2011-10-28 18:03:33.000,560890,9501,
2887729,extend procedure term,2011-10-28 18:03:34.000,560890,9496,
2887729,grounds for refusal,2011-10-28 18:03:35.000,560890,9500,
2887729,phase advice known,2011-10-28 18:03:36.000,560890,9503,
2887729,phase application receptive,2011-10-28 18:03:37.000,560890,9506,
2887729,request complete,2011-10-28 18:03:38.000,560890,9497,
2887729,terminate on request,2011-10-28 18:03:39.000,560890,9495,
2887729,treat subcases content,2011-10-28 18:03:40.000,560890,9504,
2887729,generate draft decision environmental permit,2011-10-28 18:03:41.000,560890,9507,
2887729,phase concept draft decision ready,2011-10-28 18:03:42.000,560890,9508,
2887729,enter date draft decisionenvironmental permit,2011-10-28 18:04:08.000,560890,9511,
2887729,publish official draft decision,2011-10-28 18:07:04.000,560890,9516,
2887729,send design decision to stakeholders,2011-10-28 18:07:12.000,560890,9518,
2887943,register submission date request,2010-11-26 08:00:02.000,560872,9531,
2887943,enter senddate acknowledgement,2010-11-29 08:00:02.000,560872,9532,
2887943,enter senddate procedure confirmation,2010-12-03 08:00:01.000,560881,9538,
2887943,enter senddate procedure confirmation,2010-12-03 08:00:02.000,560872,9540,
2887943,registrer date of publishing received request,2010-12-03 08:00:03.000,560881,9539,
2887943,enter senddate retrieve missing data,2010-12-23 08:00:03.000,560881,9543,
2887943,enter receipt of additional data,2011-01-26 08:00:02.000,560881,9555,
2887943,request complete,2011-02-15 21:58:06.000,560881,9563,
2887943,phase advice known,2011-02-15 21:58:18.000,560881,9569,
2887943,creating environmental permit decision,2011-02-16 20:30:21.000,560881,9576,
2887943,register date environmental permit decision,2011-02-23 08:00:01.000,560894,9578,
2890437,register submission date request,2010-11-23 08:00:06.000,560925,9584,
2890437,enter senddate acknowledgement,2010-11-30 08:00:05.000,560925,9585,
2890437,registrer date of publishing received request,2010-12-01 08:00:08.000,560894,9589,
2890437,enter senddate procedure confirmation,2010-12-06 08:00:16.000,560894,9590,
2890437,enter senddate procedure confirmation,2010-12-06 08:00:17.000,560894,9591,
2891205,register submission date request,2010-11-18 08:00:11.000,560925,9604,
2891205,enter senddate acknowledgement,2010-11-30 08:00:06.000,560925,9605,
2891205,registrer date of publishing received request,2010-12-01 08:00:09.000,560872,9609,
2891205,enter senddate procedure confirmation,2010-12-13 08:00:01.000,560872,9610,
2891205,enter date decision procedure term extension,2011-01-12 08:00:01.000,2670601,9615,
2891205,enter senddate decision procedure term extension,2011-01-12 08:00:02.000,2670601,9616,
2891205,enter senddate procedure confirmation,2011-02-07 08:00:01.000,560890,9623,
2891205,register date environmental permit decision,2011-05-24 07:00:01.000,560890,9624,
2891205,request complete,2011-05-24 19:33:06.000,560890,9635,
2891205,phase advice known,2011-05-24 19:33:20.000,560890,9642,
2891205,creating environmental permit decision,2011-05-24 19:33:53.000,560890,9647,
2891205,enter date publication decision environmental permit,2011-06-01 07:00:01.000,560890,9652,
2891719,register submission date request,2010-11-30 08:00:07.000,560925,9653,
2891719,enter senddate acknowledgement,2010-12-02 08:00:01.000,560925,9654,
2891719,registrer date of publishing received request,2010-12-15 08:00:04.000,560872,9658,
2891719,enter senddate procedure confirmation,2010-12-21 08:00:03.000,560890,9664,
2891719,register date environmental permit decision,2011-01-24 08:00:01.000,560890,9665,
2891719,request complete,2011-01-24 19:39:29.000,560890,9674,
2891719,phase advice known,2011-01-24 19:39:45.000,560890,9680,
2891719,enter senddate decision environmental permit,2011-01-28 08:00:01.000,560890,9691,
2891719,enter date publication decision environmental permit,2011-02-02 08:00:01.000,560890,9692,
2899336,register submission date request,2010-11-30 08:00:08.000,560872,9693,
2899336,enter senddate acknowledgement,2010-12-02 08:00:02.000,560872,9695,
2899336,enter senddate procedure confirmation,2010-12-02 08:00:03.000,560881,9694,
2899336,enter senddate procedure confirmation,2010-12-06 08:00:18.000,560872,9701,
2899336,enter senddate procedure confirmation,2010-12-06 08:00:19.000,560881,9702,
2899336,registrer date of publishing received request,2010-12-15 08:00:05.000,560872,9705,
2899336,enter senddate retrieve missing data,2010-12-23 08:00:04.000,560881,9706,
2899336,request complete,2011-02-21 20:52:49.000,560881,9725,
2899336,phase advice known,2011-02-21 20:52:58.000,560881,9731,
2899336,enter senddate decision environmental permit,2011-02-23 08:00:02.000,560894,9740,
2899336,register date environmental permit decision,2011-02-23 08:00:03.000,560894,9739,
2899336,enter date publication decision environmental permit,2011-03-02 08:00:01.000,560894,9745,
2900428,register submission date request,2010-11-18 08:00:12.000,560872,9746,
2900428,enter senddate acknowledgement,2010-12-03 08:00:04.000,560872,9747,
2900428,send procedure confirmation,2011-07-08 19:10:45.000,2670601,9754,
2901823,register submission date request,2010-11-30 08:00:09.000,560872,9755,
2901823,enter senddate acknowledgement,2010-12-03 08:00:05.000,560872,9756,
2902319,register submission date request,2010-11-29 08:00:03.000,560872,9761,
2902319,enter senddate acknowledgement,2010-12-03 08:00:06.000,560872,9762,
2902319,enter senddate procedure confirmation,2010-12-06 08:00:20.000,560872,9767,
2902319,enter senddate procedure confirmation,2010-12-06 08:00:21.000,560881,9768,
2902319,enter senddate procedure confirmation,2010-12-06 08:00:22.000,560881,9769,
2902319,registrer date of publishing received request,2010-12-15 08:00:06.000,560872,9773,
2902319,enter senddate retrieve missing data,2010-12-23 08:00:05.000,560881,9774,
2902319,enter receipt of additional data,2011-01-24 08:00:02.000,560881,9785,
2902319,request complete,2011-02-08 18:07:21.000,560881,9793,
2902319,phase advice known,2011-02-08 18:07:35.000,560881,9799,
2902319,extend procedure term,2011-02-08 18:07:50.000,560881,9805,
2902319,enter senddate decision environmental permit,2011-02-15 08:00:01.000,560890,9807,
2902319,register date environmental permit decision,2011-02-15 08:00:02.000,560890,9808,
2902319,enter date publication decision environmental permit,2011-02-23 08:00:04.000,560890,9813,
2902671,register submission date request,2010-11-26 08:00:03.000,560872,9814,
2902671,enter senddate acknowledgement,2010-12-03 08:00:07.000,560872,9815,
2902671,enter senddate procedure confirmation,2010-12-13 08:00:02.000,560912,9820,
2902671,enter senddate procedure confirmation,2010-12-13 08:00:03.000,560881,9821,
2902671,registrer date of publishing received request,2010-12-15 08:00:07.000,560912,9825,
2902671,enter senddate retrieve missing data,2010-12-30 08:00:01.000,2670601,9827,
2902671,request complete,2011-01-25 23:08:38.000,560881,9847,
2902671,phase advice known,2011-01-25 23:09:33.000,560881,9854,
2902671,creating environmental permit decision,2011-01-25 23:09:44.000,560881,9859,
2902671,register date environmental permit decision,2011-02-01 08:00:02.000,560890,9860,
2902671,enter senddate decision environmental permit,2011-02-02 08:00:02.000,560890,9865,
2902671,enter date publication decision environmental permit,2011-02-09 08:00:01.000,560890,9866,
2904023,register submission date request,2010-12-03 08:00:08.000,560925,9867,
2904023,enter senddate acknowledgement,2010-12-07 08:00:08.000,560912,9870,
2904023,enter senddate procedure confirmation,2010-12-13 08:00:04.000,560912,9871,
2904023,enter senddate procedure confirmation,2010-12-13 08:00:05.000,560881,9872,
2904023,registrer date of publishing received request,2010-12-15 08:00:08.000,560912,9878,
2904023,request complete,2011-01-18 17:52:24.000,560881,9885,
2904023,register date environmental permit decision,2011-01-24 08:00:03.000,560890,9893,
2904023,creating environmental permit decision,2011-01-26 00:47:04.000,560890,9900,
2904023,enter senddate decision environmental permit,2011-01-28 08:00:02.000,560890,9905,
2904023,enter date publication decision environmental permit,2011-02-02 08:00:03.000,560890,9906,
2911919,enter senddate acknowledgement,2010-12-07 08:00:09.000,560912,9908,
2917203,register submission date request,2010-12-08 08:00:07.000,560925,9914,
2917203,enter senddate acknowledgement,2010-12-09 08:00:01.000,560925,9915,
2917203,enter senddate procedure confirmation,2010-12-13 08:00:06.000,560925,9919,
